"","FileID","Corpus","Register","Output","Token","Tag","TagGold","Evaluation"
"5755","BNCBFict_b2","BNC2014","fiction","case_NN","case","NN","NN",TRUE
"5756","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5757","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"5758","BNCBFict_b2","BNC2014","fiction","corruption_NN","corruption","NN","NN",TRUE
"5759","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"5760","BNCBFict_b2","BNC2014","fiction","children_NN","children","NN","NN",TRUE
"5761","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5762","BNCBFict_b2","BNC2014","fiction","and_CC","and","CC","CC",TRUE
"5763","BNCBFict_b2","BNC2014","fiction","I_FPP1S","I","FPP1S","FPP1S",TRUE
"5764","BNCBFict_b2","BNC2014","fiction","suppose_VPRTMENTALTHATD","suppose","VPRT","VPRT",TRUE
"5765","BNCBFict_b2","BNC2014","fiction","it_PIT","it","PIT","PIT",TRUE
"5766","BNCBFict_b2","BNC2014","fiction","was_VBDBEMA","was","VBD","VBD",TRUE
"5767","BNCBFict_b2","BNC2014","fiction","inevitable_JJPR","inevitable","JJPR","JJPR",TRUE
"5768","BNCBFict_b2","BNC2014","fiction","that_THSC","that","THSC","THSC",TRUE
"5769","BNCBFict_b2","BNC2014","fiction","they_TPP3P","they","TPP3P","TPP3P",TRUE
"5770","BNCBFict_b2","BNC2014","fiction","should_MDNE","should","MDNE","MDNE",TRUE
"5771","BNCBFict_b2","BNC2014","fiction","suppress_VB","suppress","VB","VB",TRUE
"5772","BNCBFict_b2","BNC2014","fiction","their_TPP3P","their","TPP3P","TPP3P",TRUE
"5773","BNCBFict_b2","BNC2014","fiction","mutual_JJAT","mutual","JJAT","JJAT",TRUE
"5774","BNCBFict_b2","BNC2014","fiction","distrust_VB","distrust","VB","VB",TRUE
"5775","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"5776","BNCBFict_b2","BNC2014","fiction","dislike_VB","dislike","VB","VB",TRUE
"5777","BNCBFict_b2","BNC2014","fiction","in_IN","in","IN","IN",TRUE
"5778","BNCBFict_b2","BNC2014","fiction","order_NN","order","NN","NN",TRUE
"5779","BNCBFict_b2","BNC2014","fiction","to_TO","to","IN","IN",TRUE
"5780","BNCBFict_b2","BNC2014","fiction","further_VB","further","VB","VB",TRUE
"5781","BNCBFict_b2","BNC2014","fiction","their_TPP3P","their","TPP3P","TPP3P",TRUE
"5782","BNCBFict_b2","BNC2014","fiction","cause_NN","cause","NN","NN",TRUE
"5783","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5784","BNCBFict_b2","BNC2014","fiction","On_IN","On","IN","IN",TRUE
"5785","BNCBFict_b2","BNC2014","fiction","this_DEMO","this","DEMO","DEMO",TRUE
"5786","BNCBFict_b2","BNC2014","fiction","spring_NN","spring","NN","NN",TRUE
"5787","BNCBFict_b2","BNC2014","fiction","day_NNNCOMP","day","NN","NN",TRUE
"5788","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5789","BNCBFict_b2","BNC2014","fiction","with_IN","with","IN","IN",TRUE
"5790","BNCBFict_b2","BNC2014","fiction","not_XX0","not","XX0","XX0",TRUE
"5791","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5792","BNCBFict_b2","BNC2014","fiction","sniff_VB","sniff","VB","NN",FALSE
"5793","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"5794","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5795","BNCBFict_b2","BNC2014","fiction","customer_NN","customer","NN","NN",TRUE
"5796","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5797","BNCBFict_b2","BNC2014","fiction","I_FPP1S","I","FPP1S","FPP1S",TRUE
"5798","BNCBFict_b2","BNC2014","fiction","sat_VBDACT","sat","VBD","VBD",TRUE
"5799","BNCBFict_b2","BNC2014","fiction","around_IN","around","IN","IN",TRUE
"5800","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"5801","BNCBFict_b2","BNC2014","fiction","counter_NN","counter","NN","NN",TRUE
"5802","BNCBFict_b2","BNC2014","fiction","with_IN","with","IN","IN",TRUE
"5803","BNCBFict_b2","BNC2014","fiction","Alison_NN","Alison","NN","NN",TRUE
"5804","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5805","BNCBFict_b2","BNC2014","fiction","my_FPP1S","my","FPP1S","FPP1S",TRUE
"5806","BNCBFict_b2","BNC2014","fiction","expectant_JJAT","expectant","JJAT","JJAT",TRUE
"5807","BNCBFict_b2","BNC2014","fiction","girlfriend_NN","girlfriend","NN","NN",TRUE
"5808","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"5809","BNCBFict_b2","BNC2014","fiction","seller_NN","seller","NN","NN",TRUE
"5810","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"5811","BNCBFict_b2","BNC2014","fiction","bangles_NN","bangles","NN","NN",TRUE
"5812","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5813","BNCBFict_b2","BNC2014","fiction","and_CC","and","CC","CC",TRUE
"5814","BNCBFict_b2","BNC2014","fiction","Jeff_NN","Jeff","NN","NN",TRUE
"5815","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5816","BNCBFict_b2","BNC2014","fiction","my_FPP1S","my","FPP1S","FPP1S",TRUE
"5817","BNCBFict_b2","BNC2014","fiction","part_NN","part","NN","JJAT",FALSE
"5818","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5819","BNCBFict_b2","BNC2014","fiction","time_NN","time","NN","NN",TRUE
"5820","BNCBFict_b2","BNC2014","fiction","book_NNNCOMP","book","NN","NN",TRUE
"5821","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5822","BNCBFict_b2","BNC2014","fiction","stacker_NN","stacker","NN","NN",TRUE
"5823","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5824","BNCBFict_b2","BNC2014","fiction","Amnesty_NN","Amnesty","NN","NN",TRUE
"5825","BNCBFict_b2","BNC2014","fiction","International_NN","International","NN","NN",TRUE
"5826","BNCBFict_b2","BNC2014","fiction","apologist_NNNCOMP","apologist","NN","NN",TRUE
"5827","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"5828","BNCBFict_b2","BNC2014","fiction","conspiracy_NN","conspiracy","NN","NN",TRUE
"5829","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5830","BNCBFict_b2","BNC2014","fiction","theory_NN","theory","NN","NN",TRUE
"5831","BNCBFict_b2","BNC2014","fiction","devotee_NNNCOMP","devotee","NN","NN",TRUE
"5832","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5833","BNCBFict_b2","BNC2014","fiction","debating_VBG","debating","VBG","VBG",TRUE
"5834","BNCBFict_b2","BNC2014","fiction","crime_NN","crime","NN","NN",TRUE
"5835","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"5836","BNCBFict_b2","BNC2014","fiction","punishment_NN","punishment","NN","NN",TRUE
"5837","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5838","BNCBFict_b2","BNC2014","fiction","The_DT","The","DT","DT",TRUE
"5839","BNCBFict_b2","BNC2014","fiction","secondary_JJAT","secondary","JJAT","NN",FALSE
"5840","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5841","BNCBFict_b2","BNC2014","fiction","school_NN","school","NN","NN",TRUE
"5842","BNCBFict_b2","BNC2014","fiction","paedophile_NNNCOMP","paedophile","NN","NN",TRUE
"5843","BNCBFict_b2","BNC2014","fiction","had_VBDSPLIT","had","VBD","VBD",TRUE
"5844","BNCBFict_b2","BNC2014","fiction","indeed_RB","indeed","RB","RB",TRUE
"5845","BNCBFict_b2","BNC2014","fiction","fled_PEAS","fled","PEAS","PEAS",TRUE
"5846","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"5847","BNCBFict_b2","BNC2014","fiction","country_NN","country","NN","NN",TRUE
"5848","BNCBFict_b2","BNC2014","fiction","one_CD","one","CD","CD",TRUE
"5849","BNCBFict_b2","BNC2014","fiction","step_NN","step","NN","NN",TRUE
"5850","BNCBFict_b2","BNC2014","fiction","ahead_PLACE","ahead","PLACE","PLACE",TRUE
"5851","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"5852","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"5853","BNCBFict_b2","BNC2014","fiction","law_NN","law","NN","NN",TRUE
"5854","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5855","BNCBFict_b2","BNC2014","fiction","but_CC","but","CC","CC",TRUE
"5856","BNCBFict_b2","BNC2014","fiction","we_FPP1P","we","FPP1P","FPP1P",TRUE
"5857","BNCBFict_b2","BNC2014","fiction","were_VBD","were","VBD","VBD",TRUE
"5858","BNCBFict_b2","BNC2014","fiction","trying_PROGACT","trying","PROG","PROG",TRUE
"5859","BNCBFict_b2","BNC2014","fiction","to_TO","to","IN","IN",TRUE
"5860","BNCBFict_b2","BNC2014","fiction","decide_VBMENTAL","decide","VB","VB",TRUE
"5861","BNCBFict_b2","BNC2014","fiction","what_WHSC","what","WHSC","WHSC",TRUE
"5862","BNCBFict_b2","BNC2014","fiction","would_MDWO","would","MDWO","MDWO",TRUE
"5863","BNCBFict_b2","BNC2014","fiction","have_VB","have","VB","VB",TRUE
"5864","BNCBFict_b2","BNC2014","fiction","been_PEASBEMA","been","PEAS","PEAS",TRUE
"5865","BNCBFict_b2","BNC2014","fiction","an_DT","an","DT","DT",TRUE
"5866","BNCBFict_b2","BNC2014","fiction","appropriate_JJAT","appropriate","JJAT","JJAT",TRUE
"5867","BNCBFict_b2","BNC2014","fiction","punishment_NN","punishment","NN","NN",TRUE
"5868","BNCBFict_b2","BNC2014","fiction","had_VBD","had","VBD","VBD",TRUE
"5869","BNCBFict_b2","BNC2014","fiction","he_TPP3S","he","TPP3S","TPP3S",TRUE
"5870","BNCBFict_b2","BNC2014","fiction","been_PEAS","been","PEAS","PEAS",TRUE
"5871","BNCBFict_b2","BNC2014","fiction","apprehended_PASS","apprehended","PASS","PASS",TRUE
"5872","BNCBFict_b2","BNC2014","fiction","in_IN","in","IN","IN",TRUE
"5873","BNCBFict_b2","BNC2014","fiction","time_NN","time","NN","NN",TRUE
"5874","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5875","BNCBFict_b2","BNC2014","fiction","We_FPP1P","We","FPP1P","FPP1P",TRUE
"5876","BNCBFict_b2","BNC2014","fiction","had_VBDSPLIT","had","VBD","VBD",TRUE
"5877","BNCBFict_b2","BNC2014","fiction","already_TIME","already","TIME","TIME",TRUE
"5878","BNCBFict_b2","BNC2014","fiction","dismissed_PEASMENTAL","dismissed","PEAS","PEAS",TRUE
"5879","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"5880","BNCBFict_b2","BNC2014","fiction","usual_JJAT","usual","JJAT","JJAT",TRUE
"5881","BNCBFict_b2","BNC2014","fiction","suspects_NN","suspects","NN","NN",TRUE
"5882","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5883","BNCBFict_b2","BNC2014","fiction","counselling_NN","counselling","NN","NN",TRUE
"5884","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"5885","BNCBFict_b2","BNC2014","fiction","chemical_NN","chemical","NN","NN",TRUE
"5886","BNCBFict_b2","BNC2014","fiction","castration_NNNCOMP","castration","NN","NN",TRUE
"5887","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5888","BNCBFict_b2","BNC2014","fiction","and_CC","and","CC","CC",TRUE
"5889","BNCBFict_b2","BNC2014","fiction","moved_VBDACT","moved","VBD","VBD",TRUE
"5890","BNCBFict_b2","BNC2014","fiction","on_RP","on","RP","RP",TRUE
"5891","BNCBFict_b2","BNC2014","fiction","to_IN","to","IN","IN",TRUE
"5892","BNCBFict_b2","BNC2014","fiction","actual_JJAT","actual","JJAT","JJAT",TRUE
"5893","BNCBFict_b2","BNC2014","fiction","physical_JJAT","physical","JJAT","JJAT",TRUE
"5894","BNCBFict_b2","BNC2014","fiction","violence_NN","violence","NN","NN",TRUE
"5895","BNCBFict_b2","BNC2014","fiction","involving_VBGEXIST","involving","VBG","VBG",TRUE
"5896","BNCBFict_b2","BNC2014","fiction","metallic_JJAT","metallic","JJAT","JJAT",TRUE
"5897","BNCBFict_b2","BNC2014","fiction","objects_NN","objects","NN","NN",TRUE
"5898","BNCBFict_b2","BNC2014","fiction","that_THRC","that","THRC","THRC",TRUE
"5899","BNCBFict_b2","BNC2014","fiction","had_MDNE","had","MDNE","MDNE",TRUE
"5900","BNCBFict_b2","BNC2014","fiction","to_TO","to","IN","IN",TRUE
"5901","BNCBFict_b2","BNC2014","fiction","be_VB","be","VB","VB",TRUE
"5902","BNCBFict_b2","BNC2014","fiction","swung_PASS","swung","PASS","PASS",TRUE
"5903","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5904","BNCBFict_b2","BNC2014","fiction","`_``","`","``","``",TRUE
"5905","BNCBFict_b2","BNC2014","fiction","A_DT","A","DT","DT",TRUE
"5906","BNCBFict_b2","BNC2014","fiction","claw_NN","claw","NN","NN",TRUE
"5907","BNCBFict_b2","BNC2014","fiction","hammer_NNNCOMP","hammer","NN","NN",TRUE
"5908","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5909","BNCBFict_b2","BNC2014","fiction","'_''","'","''","''",TRUE
"5910","BNCBFict_b2","BNC2014","fiction","was_VBD","was","VBD","VBD",TRUE
"5911","BNCBFict_b2","BNC2014","fiction","Alison_NN","Alison","NN","NN",TRUE
"5912","BNCBFict_b2","BNC2014","fiction","'s_POS","'s","POS","POS",TRUE
"5913","BNCBFict_b2","BNC2014","fiction","suggestion_NN","suggestion","NN","NN",TRUE
"5914","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5915","BNCBFict_b2","BNC2014","fiction","She_TPP3S","She","TPP3S","TPP3S",TRUE
"5916","BNCBFict_b2","BNC2014","fiction","pointed_VBD","pointed","VBD","VBD",TRUE
"5917","BNCBFict_b2","BNC2014","fiction","at_IN","at","IN","IN",TRUE
"5918","BNCBFict_b2","BNC2014","fiction","her_TPP3S","her","TPP3S","TPP3S",TRUE
"5919","BNCBFict_b2","BNC2014","fiction","forehead_NN","forehead","NN","NN",TRUE
"5920","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5921","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"5922","BNCBFict_b2","BNC2014","fiction","side_NN","side","NN","NN",TRUE
"5923","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"5924","BNCBFict_b2","BNC2014","fiction","her_TPP3S","her","TPP3S","TPP3S",TRUE
"5925","BNCBFict_b2","BNC2014","fiction","skull_NN","skull","NN","NN",TRUE
"5926","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5927","BNCBFict_b2","BNC2014","fiction","and_CC","and","CC","CC",TRUE
"5928","BNCBFict_b2","BNC2014","fiction","her_TPP3S","her","TPP3S","TPP3S",TRUE
"5929","BNCBFict_b2","BNC2014","fiction","nose_NN","nose","NN","NN",TRUE
"5930","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5931","BNCBFict_b2","BNC2014","fiction","and_CC","and","CC","CC",TRUE
"5932","BNCBFict_b2","BNC2014","fiction","said_VBDCOMM","said","VBD","VBD",TRUE
"5933","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5934","BNCBFict_b2","BNC2014","fiction","`_``","`","``","``",TRUE
"5935","BNCBFict_b2","BNC2014","fiction","Here_PLACE","Here","PLACE","PLACE",TRUE
"5936","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5937","BNCBFict_b2","BNC2014","fiction","here_PLACE","here","PLACE","PLACE",TRUE
"5938","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"5939","BNCBFict_b2","BNC2014","fiction","here_PLACE","here","PLACE","PLACE",TRUE
"5940","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5941","BNCBFict_b2","BNC2014","fiction","'_''","'","''","''",TRUE
"5942","BNCBFict_b2","BNC2014","fiction","I_FPP1S","I","FPP1S","FPP1S",TRUE
"5943","BNCBFict_b2","BNC2014","fiction","disagreed_VBDCOMM","disagreed","VBD","VBD",TRUE
"5944","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5945","BNCBFict_b2","BNC2014","fiction","There_EX","There","EX","EX",TRUE
"5946","BNCBFict_b2","BNC2014","fiction","were_VBD","were","VBD","VBD",TRUE
"5947","BNCBFict_b2","BNC2014","fiction","better_JJAT","better","JJAT","JJAT",TRUE
"5948","BNCBFict_b2","BNC2014","fiction","hammers_NN","hammers","NN","NN",TRUE
"5949","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"5950","BNCBFict_b2","BNC2014","fiction","I_FPP1S","I","FPP1S","FPP1S",TRUE
"5951","BNCBFict_b2","BNC2014","fiction","proposed_VBDCOMM","proposed","VBD","VBD",TRUE
"5952","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5953","BNCBFict_b2","BNC2014","fiction","sledgehammer_NN","sledgehammer","NN","NN",TRUE
"5954","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5955","BNCBFict_b2","BNC2014","fiction","or_CC","or","CC","CC",TRUE
"5956","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5957","BNCBFict_b2","BNC2014","fiction","jackhammer_NN","jackhammer","NN","NN",TRUE
"5958","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5959","BNCBFict_b2","BNC2014","fiction","or_CC","or","CC","CC",TRUE
"5960","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5961","BNCBFict_b2","BNC2014","fiction","steam_NN","steam","NN","NN",TRUE
"5962","BNCBFict_b2","BNC2014","fiction","hammer_NNNCOMP","hammer","NN","NN",TRUE
"5963","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5964","BNCBFict_b2","BNC2014","fiction","or_CC","or","CC","CC",TRUE
"5965","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5966","BNCBFict_b2","BNC2014","fiction","trip_NN","trip","NN","NN",TRUE
"5967","BNCBFict_b2","BNC2014","fiction","hammer_NNNCOMP","hammer","NN","NN",TRUE
"5968","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5969","BNCBFict_b2","BNC2014","fiction","or_CC","or","CC","CC",TRUE
"5970","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5971","BNCBFict_b2","BNC2014","fiction","ball_NN","ball","NN","NN",TRUE
"5972","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5973","BNCBFict_b2","BNC2014","fiction","peen_NN","peen","NN","NN",TRUE
"5974","BNCBFict_b2","BNC2014","fiction","hammer_NNNCOMP","hammer","NN","NN",TRUE
"5975","BNCBFict_b2","BNC2014","fiction","used_VBNACT","used","VBN","VBN",TRUE
"5976","BNCBFict_b2","BNC2014","fiction","in_IN","in","IN","IN",TRUE
"5977","BNCBFict_b2","BNC2014","fiction","metal_NN","metal","NN","NN",TRUE
"5978","BNCBFict_b2","BNC2014","fiction","work_NNNCOMP","work","NN","NN",TRUE
"5979","BNCBFict_b2","BNC2014","fiction",";_:",";",":",":",TRUE
"5980","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5981","BNCBFict_b2","BNC2014","fiction","gavel_NN","gavel","NN","NN",TRUE
"5982","BNCBFict_b2","BNC2014","fiction","would_MDWOSPLIT","would","MDWO","MDWO",TRUE
"5983","BNCBFict_b2","BNC2014","fiction","probably_HDG","probably","HDG","HDG",TRUE
"5984","BNCBFict_b2","BNC2014","fiction","be_VBBEMA","be","VB","VB",TRUE
"5985","BNCBFict_b2","BNC2014","fiction","quite_RB","quite","RB","RB",TRUE
"5986","BNCBFict_b2","BNC2014","fiction","appropriate_JJPR","appropriate","JJPR","JJPR",TRUE
"5987","BNCBFict_b2","BNC2014","fiction",",_,",",",",",",",TRUE
"5988","BNCBFict_b2","BNC2014","fiction","or_CC","or","CC","CC",TRUE
"5989","BNCBFict_b2","BNC2014","fiction","a_DT","a","DT","DT",TRUE
"5990","BNCBFict_b2","BNC2014","fiction","blacksmith_NN","blacksmith","NN","NN",TRUE
"5991","BNCBFict_b2","BNC2014","fiction","'s_POS","'s","POS","POS",TRUE
"5992","BNCBFict_b2","BNC2014","fiction","dog_NN","dog","NN","NN",TRUE
"5993","BNCBFict_b2","BNC2014","fiction","-_:","-",":",":",TRUE
"5994","BNCBFict_b2","BNC2014","fiction","head_NN","head","NN","NN",TRUE
"5995","BNCBFict_b2","BNC2014","fiction","hammer_NNNCOMP","hammer","NN","NN",TRUE
"5996","BNCBFict_b2","BNC2014","fiction","could_MDCOSPLIT","could","MDCO","MDCO",TRUE
"5997","BNCBFict_b2","BNC2014","fiction","certainly_RB","certainly","RB","RB",TRUE
"5998","BNCBFict_b2","BNC2014","fiction","do_VBACT","do","VB","VB",TRUE
"5999","BNCBFict_b2","BNC2014","fiction","some_QUAN","some","QUAN","QUAN",TRUE
"6000","BNCBFict_b2","BNC2014","fiction","damage_NN","damage","NN","NN",TRUE
"6001","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"6002","BNCBFict_b2","BNC2014","fiction","It_PIT","It","PIT","PIT",TRUE
"6003","BNCBFict_b2","BNC2014","fiction","really_RBEMPH","really","RB","RB",TRUE
"6004","BNCBFict_b2","BNC2014","fiction","depended_VBD","depended","VBD","VBD",TRUE
"6005","BNCBFict_b2","BNC2014","fiction","what_WHSC","what","WHSC","WHSC",TRUE
"6006","BNCBFict_b2","BNC2014","fiction","kind_NN","kind","NN","NN",TRUE
"6007","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"6008","BNCBFict_b2","BNC2014","fiction","injury_NN","injury","NN","NN",TRUE
"6009","BNCBFict_b2","BNC2014","fiction","you_SPP2","you","SPP2","SPP2",TRUE
"6010","BNCBFict_b2","BNC2014","fiction","wanted_VBDMENTAL","wanted","VBD","VBD",TRUE
"6011","BNCBFict_b2","BNC2014","fiction","to_TO","to","IN","IN",TRUE
"6012","BNCBFict_b2","BNC2014","fiction","inflict_VB","inflict","VB","VB",TRUE
"6013","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"6014","BNCBFict_b2","BNC2014","fiction","I_FPP1S","I","FPP1S","FPP1S",TRUE
"6015","BNCBFict_b2","BNC2014","fiction","explained_VBDCOMM","explained","VBD","VBD",TRUE
"6016","BNCBFict_b2","BNC2014","fiction","that_THSC","that","THSC","THSC",TRUE
"6017","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6018","BNCBFict_b2","BNC2014","fiction","amount_NN","amount","NN","NN",TRUE
"6019","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"6020","BNCBFict_b2","BNC2014","fiction","energy_NN","energy","NN","NN",TRUE
"6021","BNCBFict_b2","BNC2014","fiction","delivered_VBNACT","delivered","VBN","VBN",TRUE
"6022","BNCBFict_b2","BNC2014","fiction","to_IN","to","IN","IN",TRUE
"6023","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6024","BNCBFict_b2","BNC2014","fiction","target_NN","target","NN","NN",TRUE
"6025","BNCBFict_b2","BNC2014","fiction","area_NNNCOMP","area","NN","NN",TRUE
"6026","BNCBFict_b2","BNC2014","fiction","by_IN","by","IN","IN",TRUE
"6027","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6028","BNCBFict_b2","BNC2014","fiction","hammer_NN","hammer","NN","NN",TRUE
"6029","BNCBFict_b2","BNC2014","fiction","blow_NNNCOMP","blow","NN","NN",TRUE
"6030","BNCBFict_b2","BNC2014","fiction","is_VPRTBEMA","is","VPRT","VPRT",TRUE
"6031","BNCBFict_b2","BNC2014","fiction","equivalent_JJPR","equivalent","JJPR","JJPR",TRUE
"6032","BNCBFict_b2","BNC2014","fiction","to_IN","to","IN","IN",TRUE
"6033","BNCBFict_b2","BNC2014","fiction","one_CD","one","CD","CD",TRUE
"6034","BNCBFict_b2","BNC2014","fiction","half_QUAN","half","QUAN","QUAN",TRUE
"6035","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"6036","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6037","BNCBFict_b2","BNC2014","fiction","mass_NN","mass","NN","NN",TRUE
"6038","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"6039","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6040","BNCBFict_b2","BNC2014","fiction","head_NN","head","NN","NN",TRUE
"6041","BNCBFict_b2","BNC2014","fiction","times_NNNCOMP","times","NN","CC",FALSE
"6042","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6043","BNCBFict_b2","BNC2014","fiction","square_NN","square","NN","NN",TRUE
"6044","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"6045","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6046","BNCBFict_b2","BNC2014","fiction","head_NN","head","NN","NN",TRUE
"6047","BNCBFict_b2","BNC2014","fiction","'s_POS","'s","POS","POS",TRUE
"6048","BNCBFict_b2","BNC2014","fiction","speed_NN","speed","NN","NN",TRUE
"6049","BNCBFict_b2","BNC2014","fiction","at_IN","at","IN","IN",TRUE
"6050","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6051","BNCBFict_b2","BNC2014","fiction","time_NN","time","NN","NN",TRUE
"6052","BNCBFict_b2","BNC2014","fiction","of_IN","of","IN","IN",TRUE
"6053","BNCBFict_b2","BNC2014","fiction","the_DT","the","DT","DT",TRUE
"6054","BNCBFict_b2","BNC2014","fiction","impact_NN","impact","NN","NN",TRUE
"6055","BNCBFict_b2","BNC2014","fiction","._.",".",".",".",TRUE
"6056","BNCBFict_b2","BNC2014","fiction","The_DT","The","DT","DT",TRUE
"6057","BNCBFict_b2","BNC2014","fiction","formula_NN","formula","NN","NN",TRUE
"6058","BNCBFict_b2","BNC2014","fiction","for_IN","for","IN","IN",TRUE
"6059","BNCBFict_b2","BNC2014","fiction","this_DEMO","this","DEMO","DEMO",TRUE
"6060","BNCBFict_b2","BNC2014","fiction","is_VPRT","is","VPRT","VPRT",TRUE
"6061","BNCBFict_b2","BNC2014","fiction",":_:",":",":",":",TRUE
"6062","BNCBFict_b2","BNC2014","fiction","Alison_NN","Alison","NN","NN",TRUE
"6063","BNCBFict_b2","BNC2014","fiction","and_PHC","and","CC","CC",TRUE
"6064","BNCBFict_b2","BNC2014","fiction","Jeff_NN","Jeff","NN","NN",TRUE
"6065","BNCBFict_b2","BNC2014","fiction","looked_VBD","looked","VBD","VBD",TRUE
"6066","BNCBFict_b2","BNC2014","fiction","at_IN","at","IN","IN",TRUE
