Filename	Level	Dim1	Dim2	Dim3	Dim4	Dim5	Dim6	TextType
Achievers_B2_Instructional_0023.txt	E	-2.2555	-3.0508	5.6365	-0.1605	-2.2624	-0.8274	Involved persuasion
Achievers_B2_Instructional_0024.txt	E	-2.8153	-0.3918	0.6942	5.9431	-2.3126	-2.5477	Involved persuasion
Achievers_B2_Instructional_0025.txt	E	-4.0550	-1.7450	4.5113	1.5882	-1.1119	-1.3404	General narrative exposition
Achievers_B2_Instructional_0026.txt	E	0.8639	-3.1256	5.0585	2.0546	-2.8020	-2.3236	Involved persuasion
Achievers_B2_Instructional_0027.txt	E	5.8416	-3.8768	3.5855	1.5577	-3.0900	-2.5165	Involved persuasion
Achievers_B2_Narrative_0001.txt	E	5.7682	6.5613	-2.6093	-0.1668	-3.5291	-2.5734	Imaginative narrative
Achievers_B2_Narrative_0002.txt	E	-8.6947	2.2131	2.9580	3.8454	-0.6303	-1.4053	General narrative exposition
Achievers_B2_Narrative_0003.txt	E	16.2782	-1.9143	-3.1171	-2.1947	-1.7246	-2.7281	Involved persuasion
Achievers_B2_Narrative_00031.txt	E	1.3793	3.7946	-6.7979	-0.3290	-1.8927	-2.5515	Imaginative narrative
Achievers_B2_Narrative_0004.txt	E	-12.2458	-0.5196	0.8419	-4.2134	-3.0729	-2.6439	General narrative exposition
Achievers_B2_Narrative_0005.txt	E	-5.5378	4.0701	-3.9168	-1.2543	-2.6328	-1.8057	General narrative exposition
Achievers_B2_Narrative_0006.txt	E	-9.7636	4.3939	1.9820	-1.6466	4.8538	-2.1969	General narrative exposition
Achievers_B2_Narrative_0007.txt	E	-2.8933	2.2667	-5.5978	3.3967	2.1130	-1.8353	General narrative exposition
Achievers_B2_Personal_0001.txt	E	15.3965	-3.4324	-3.2218	-2.7358	-3.5182	-0.6855	Involved persuasion
Achievers_B2_Personal_0002.txt	E	24.5739	0.6258	-0.9381	9.7916	0.5486	-1.2403	Informational interaction
Achievers_B2_Spoken_0001.txt	E	19.8763	-1.2615	0.0135	3.1173	-1.3257	-1.7422	Informational interaction
Achievers_B2_Spoken_0002.txt	E	21.5992	0.1517	-2.9386	7.4576	-3.3165	-1.1727	Informational interaction
Achievers_B2_Spoken_0003.txt	E	8.1282	-0.8160	-3.2876	-1.7490	-1.5611	-2.2593	Involved persuasion
CORPUS	NA	3.0510	-1.6558	1.5119	-1.6541	-1.9530	-1.6102	Involved persuasion
English_in_Mind_1_Informative_0001.txt	B	-1.1404	-2.7287	2.5644	-5.6685	2.1948	-2.7303	General narrative exposition
English_in_Mind_1_Informative_0002.txt	B	-11.7616	-1.6073	4.7693	-5.9040	-1.8620	-1.6505	General narrative exposition
English_in_Mind_1_Informative_0003.txt	B	5.6617	-0.2931	-0.9361	0.3486	-2.5095	-0.0778	Involved persuasion
English_in_Mind_1_Informative_0004.txt	B	-3.6500	-3.2354	3.1274	-4.7540	-2.2157	-0.0074	General narrative exposition
English_in_Mind_1_Informative_0005.txt	B	-2.0480	-1.4855	0.2536	-0.2598	-2.5468	-2.3144	Involved persuasion
English_in_Mind_1_Informative_0006.txt	B	-0.9598	2.9194	-0.1931	-4.6260	-0.9282	-0.5471	General narrative exposition
English_in_Mind_1_Informative_0007.txt	B	-5.0081	-1.1663	0.2303	-3.5442	4.9059	-2.8953	General narrative exposition
English_in_Mind_1_Instructional_0001.txt	B	-14.8075	-2.5367	5.3359	-7.5963	-3.9201	-2.6941	Learned exposition
English_in_Mind_1_Instructional_0002.txt	B	-7.5609	-4.1836	7.2153	-3.3745	-2.5297	-1.6227	General narrative exposition
English_in_Mind_1_Instructional_0003.txt	B	-7.4438	-3.7346	2.1317	-4.6202	-3.9201	-2.0619	General narrative exposition
English_in_Mind_1_Instructional_0004.txt	B	-2.3297	-1.8263	4.4457	-1.8488	-2.7865	-2.3074	Involved persuasion
English_in_Mind_1_Instructional_0005.txt	B	-7.8145	-3.8506	3.2043	-2.2827	-3.1045	-1.8017	General narrative exposition
English_in_Mind_1_Instructional_0006.txt	B	0.9599	-2.9929	4.7243	-4.2423	-3.9201	-0.5446	Involved persuasion
English_in_Mind_1_Instructional_0007.txt	B	-3.6600	-2.9068	1.8586	-0.5684	-3.9201	-0.9922	General narrative exposition
English_in_Mind_1_Instructional_0008.txt	B	-10.5356	-3.0670	5.2082	-2.5718	-3.7112	-2.1815	General narrative exposition
English_in_Mind_1_Instructional_0009.txt	B	-3.9828	-3.1271	6.1469	-3.6651	-3.5049	-0.6316	General narrative exposition
English_in_Mind_1_Instructional_0010.txt	B	-0.6509	-2.2415	5.9927	5.5849	-3.9201	-1.6112	Involved persuasion
English_in_Mind_1_Instructional_0011.txt	B	-6.9906	-3.2077	8.9094	-2.5317	-3.7139	-1.5515	General narrative exposition
English_in_Mind_1_Instructional_0012.txt	B	-3.0602	-3.0785	2.7166	-0.6962	-2.4186	1.4721	General narrative exposition
English_in_Mind_1_Instructional_0013.txt	B	-1.8660	-3.6588	1.5202	3.1744	2.6412	-0.2041	Involved persuasion
English_in_Mind_1_Instructional_0014.txt	B	17.1473	-6.7915	-3.7910	-0.9097	0.4608	-0.6860	Informational interaction
English_in_Mind_1_Personal_0001.txt	B	10.0828	-3.1025	2.0939	-7.1197	-3.9201	-3.4950	Involved persuasion
English_in_Mind_1_Personal_0002.txt	B	13.7783	-0.5756	-3.1444	-1.3027	-2.4392	-0.7805	Involved persuasion
English_in_Mind_1_Poetry_0001.txt	B	20.0359	-0.1791	4.2364	3.6512	-1.7076	-2.2308	Informational interaction
English_in_Mind_1_Spoken_0001.txt	B	20.4295	-3.6155	-3.7957	-4.7794	-3.7103	-2.0282	Informational interaction
English_in_Mind_1_Spoken_0002.txt	B	13.5256	-3.9882	-0.0018	-5.8011	-3.9201	-0.8073	Involved persuasion
English_in_Mind_1_Spoken_0003.txt	B	28.9694	-3.8507	-2.9429	-1.7671	-3.5223	-2.0272	Informational interaction
English_in_Mind_1_Spoken_0004.txt	B	13.3984	-4.7619	-0.6521	-4.2257	-2.7280	-0.9672	Involved persuasion
English_in_Mind_1_Spoken_0005.txt	B	26.0026	-4.7417	1.4022	-7.6069	-3.7512	-2.9641	Informational interaction
English_in_Mind_1_Spoken_0006.txt	B	15.6591	-3.1688	-0.4853	-4.2830	-2.3354	-2.5898	Involved persuasion
English_in_Mind_1_Spoken_0007.txt	B	11.8798	-1.0165	0.4310	-2.4874	-0.9753	0.1103	Involved persuasion
English_in_Mind_1_Spoken_0008.txt	B	21.6788	-2.1626	1.6349	-1.2833	-2.8033	1.4658	Informational interaction
English_in_Mind_1_Spoken_0009.txt	B	15.4677	-2.9517	-0.3623	-0.6594	-1.4970	-1.6246	Involved persuasion
English_in_Mind_1_Spoken_0010.txt	B	18.8933	-3.0201	-0.8454	2.4072	-3.5770	-3.2253	Informational interaction
English_in_Mind_1_Spoken_0011.txt	B	21.4890	-3.0554	-2.8434	4.6782	-3.0451	-1.6807	Informational interaction
English_in_Mind_1_Spoken_0012.txt	B	9.2646	-2.9788	-3.1412	-0.9697	-3.4998	0.2855	Involved persuasion
English_in_Mind_1_Spoken_0013.txt	B	8.8400	-1.6200	1.3949	-5.6922	-1.5216	-1.7717	Involved persuasion
English_in_Mind_1_Spoken_0014.txt	B	19.4779	-4.2072	-2.0655	6.9180	-3.7047	-2.4791	Informational interaction
English_in_Mind_1_Spoken_0015.txt	B	20.1921	-2.0058	-0.0550	-1.9966	-3.9201	-2.0779	Informational interaction
English_in_Mind_1_Spoken_0016.txt	B	17.0945	-3.6882	0.0838	-1.2162	-1.6227	-2.9550	Involved persuasion
English_in_Mind_1_Spoken_0017.txt	B	19.9411	-3.3848	-0.8787	2.9972	-3.9201	-2.4919	Informational interaction
English_In_Mind_2_Informative_0001.txt	C	4.1621	0.5684	0.8633	-5.5682	-0.3948	-1.8777	Involved persuasion
English_In_Mind_2_Informative_0002.txt	C	-4.1748	0.4757	-1.1635	-2.3166	-2.8167	-1.2071	General narrative exposition
English_In_Mind_2_Informative_0003.txt	C	2.9309	-0.2069	0.2607	2.1652	-3.9201	1.5124	Involved persuasion
English_In_Mind_2_Informative_0004.txt	C	9.0993	-4.1541	3.2475	-1.7222	-1.0202	-1.5927	Involved persuasion
English_In_Mind_2_Informative_0005.txt	C	5.0441	-2.1230	3.2007	-3.9616	-2.9720	-2.4674	Involved persuasion
English_In_Mind_2_Informative_0006.txt	C	-5.1517	-3.8277	0.5691	-1.7410	-0.8300	-2.0790	General narrative exposition
English_In_Mind_2_Informative_0007.txt	C	16.1125	0.6951	-3.0347	0.7727	2.9809	-1.4828	Involved persuasion
English_In_Mind_2_Informative_0008.txt	C	0.9246	-2.3201	1.7367	-1.2282	-0.2826	-1.4307	Involved persuasion
English_In_Mind_2_Informative_0009.txt	C	3.4824	4.9450	5.5920	7.9732	0.2559	-0.4709	Involved persuasion
English_In_Mind_2_Informative_0010.txt	C	11.8891	-6.3942	4.2404	4.0319	-0.5291	-2.9753	Involved persuasion
English_In_Mind_2_Instructional_0001.txt	C	-7.5804	-5.2918	1.9601	-5.5369	-3.9201	-1.7905	General narrative exposition
English_In_Mind_2_Instructional_0002.txt	C	-7.3051	-3.8224	3.2432	-6.4748	-2.6965	-2.0695	General narrative exposition
English_In_Mind_2_Instructional_0003.txt	C	-5.9986	-4.3721	4.3197	-3.5513	-3.9201	-3.1891	General narrative exposition
English_In_Mind_2_Instructional_0004.txt	C	-4.6756	-2.6269	2.2120	-3.8686	-3.9201	-1.1919	General narrative exposition
English_In_Mind_2_Instructional_0005.txt	C	-7.1962	-1.8051	5.0026	-3.7412	-1.3212	-2.2386	General narrative exposition
English_In_Mind_2_Instructional_0006.txt	C	-10.2624	-4.2559	6.1459	-5.3457	-2.5795	-0.9521	General narrative exposition
English_In_Mind_2_Instructional_0007.txt	C	-6.9107	-3.3968	3.4154	-6.6873	-3.9201	-0.6596	General narrative exposition
English_In_Mind_2_Instructional_0008.txt	C	4.5374	-3.7858	2.0046	3.6186	-3.1401	-1.4450	Involved persuasion
English_In_Mind_2_Instructional_0009.txt	C	-11.8984	-4.0311	3.6686	-1.8225	-2.7046	-1.9036	General narrative exposition
English_In_Mind_2_Instructional_0010.txt	C	-2.6052	-3.6366	2.4806	-1.2493	-2.1274	-1.3934	Involved persuasion
English_In_Mind_2_Instructional_0011.txt	C	-8.8488	-1.9219	0.8508	-4.4856	-3.4361	-1.4229	General narrative exposition
English_In_Mind_2_Instructional_0012.txt	C	-8.1544	0.7970	3.2971	0.3359	-3.9201	-2.0012	General narrative exposition
English_In_Mind_2_Instructional_0013.txt	C	2.1661	-1.6514	4.0724	2.0493	2.7247	-2.6673	Involved persuasion
English_In_Mind_2_Instructional_0014.txt	C	3.1590	-2.5065	2.6597	1.7476	-3.9201	-2.5915	Involved persuasion
English_In_Mind_2_Personal_0001.txt	C	14.2851	-1.6148	-3.9124	0.4186	-3.9201	-2.5070	Involved persuasion
English_In_Mind_2_Personal_0002.txt	C	17.0795	-1.0995	-1.9124	5.0428	-2.3710	-0.7397	Involved persuasion
English_In_Mind_2_Spoken_0001.txt	C	15.1811	-3.1852	-4.2389	-4.3215	-3.7139	-2.5231	Involved persuasion
English_In_Mind_2_Spoken_0002.txt	C	18.1793	-3.4589	-2.7549	-1.4990	-1.1484	-3.1867	Informational interaction
English_In_Mind_2_Spoken_0003.txt	C	24.7562	-1.9829	-1.7145	0.8032	1.1737	-2.9636	Informational interaction
English_In_Mind_2_Spoken_0004.txt	C	21.3364	-1.3298	-5.5468	0.8060	-2.8648	-2.2043	Informational interaction
English_In_Mind_2_Spoken_0005.txt	C	25.1282	-4.8196	-3.2386	5.6688	-3.9201	-2.3547	Informational interaction
English_In_Mind_2_Spoken_0006.txt	C	20.8210	-2.0846	-2.7473	-3.0027	-2.5583	-3.4950	Informational interaction
English_In_Mind_2_Spoken_0007.txt	C	28.2375	-2.7506	-3.2093	5.2371	-1.6604	-2.6165	Informational interaction
English_In_Mind_2_Spoken_0008.txt	C	30.3364	-3.1371	-4.3656	4.7814	0.8603	-2.4986	Informational interaction
English_in_Mind_3_Informative_0001.txt	D	9.1107	-0.7022	-1.4247	2.6699	-2.0874	-0.4714	Involved persuasion
English_in_Mind_3_Informative_0002.txt	D	7.3762	-3.8789	-2.1521	4.9927	-0.4789	2.1986	Involved persuasion
English_in_Mind_3_Informative_0003.txt	D	-0.7250	-2.2330	2.8414	-1.8209	-1.3641	-1.9322	Involved persuasion
English_in_Mind_3_Informative_0004.txt	D	-8.9535	-0.2795	-0.1259	1.1472	-2.4888	-0.9577	General narrative exposition
English_in_Mind_3_Informative_0005.txt	D	1.5704	2.1985	-0.1566	-3.8506	3.1123	3.4926	Imaginative narrative
English_in_Mind_3_Informative_0006.txt	D	10.8227	0.6696	-6.3358	-3.0024	-0.5957	2.3600	Imaginative narrative
English_in_Mind_3_Informative_0007.txt	D	-3.1787	1.0505	-1.9257	0.2159	1.9998	-1.9693	General narrative exposition
English_in_Mind_3_Informative_0008.txt	D	-1.0585	-2.0547	1.6547	-3.3330	0.5229	0.6350	Involved persuasion
English_in_Mind_3_Instructional_0001.txt	D	-10.4906	-4.1171	7.4688	-5.7400	-3.9201	-1.7255	General narrative exposition
English_in_Mind_3_Instructional_0002.txt	D	-11.5432	-2.2208	4.0895	-1.8615	-1.3182	-1.9224	General narrative exposition
English_in_Mind_3_Instructional_0003.txt	D	-7.8245	-5.2290	5.1210	-3.2153	-2.7237	-2.8684	General narrative exposition
English_in_Mind_3_Instructional_0004.txt	D	-8.4931	-4.9650	2.9393	0.0615	-3.9201	-1.2548	General narrative exposition
English_in_Mind_3_Instructional_0005.txt	D	-8.7501	-4.8396	3.9781	-3.9193	-3.9201	-1.6324	General narrative exposition
English_in_Mind_3_Instructional_0006.txt	D	-10.8463	-2.4967	2.5817	-2.3903	-2.9364	-0.3462	General narrative exposition
English_in_Mind_3_Instructional_0007.txt	D	-3.5182	-3.5588	1.7830	-2.8271	-3.5423	-2.3074	General narrative exposition
English_in_Mind_3_Instructional_0008.txt	D	0.6919	-3.0752	4.0735	-5.0410	-1.6892	-1.5214	Involved persuasion
English_in_Mind_3_Instructional_0009.txt	D	1.7092	-2.9438	3.8427	-3.2334	-1.2014	-2.3260	Involved persuasion
English_in_Mind_3_Instructional_0010.txt	D	-7.3857	0.0916	2.2299	-3.0005	-2.3312	-1.6551	General narrative exposition
English_in_Mind_3_Instructional_0011.txt	D	-5.9443	-2.2227	4.7639	-2.5045	-2.7361	-1.0655	General narrative exposition
English_in_Mind_3_Instructional_0012.txt	D	-5.1407	-4.8621	5.2880	-2.4158	-2.3297	-1.6203	General narrative exposition
English_in_Mind_3_Instructional_0013.txt	D	-8.3205	-4.3508	6.5348	-3.7024	-3.5145	-2.0772	General narrative exposition
English_in_Mind_3_Instructional_0014.txt	D	-3.9926	-3.1119	3.6219	6.0091	-2.4720	-2.6961	Involved persuasion
English_in_Mind_3_Instructional_0015.txt	D	-5.6541	-4.2955	2.3500	0.6692	-0.2197	-2.3746	General narrative exposition
English_in_Mind_3_Narrative_0001.txt	D	-3.2452	5.1272	-2.1393	-2.4754	3.1742	-1.4205	General narrative exposition
English_in_Mind_3_Narrative_0002.txt	D	18.6200	4.1496	-2.4351	4.9416	-2.0621	1.1965	Informational interaction
English_in_Mind_3_Narrative_0003.txt	D	6.1128	6.1187	-2.2922	1.0146	-1.7726	-0.7022	Imaginative narrative
English_in_Mind_3_Narrative_0004.txt	D	10.6666	6.5851	-4.2676	-0.6035	-2.8242	0.9517	Imaginative narrative
English_in_Mind_3_Narrative_0005.txt	D	14.1506	2.7002	-2.5312	-3.1365	0.1780	-0.5378	Imaginative narrative
English_in_Mind_3_Personal_0001.txt	D	21.2338	0.7256	-3.5619	1.7847	-3.4611	-3.4950	Informational interaction
English_in_Mind_3_Personal_0002.txt	D	24.3508	-1.8596	-8.9228	10.7470	-1.2569	-1.8417	Informational interaction
English_in_Mind_3_Poetry_0001.txt	D	29.7762	0.9215	-8.6001	6.3328	-2.8001	-1.7884	Informational interaction
English_in_Mind_3_Spoken_0001.txt	D	18.6777	-2.5088	-2.8351	-3.9842	-0.2868	-2.7962	Informational interaction
English_in_Mind_3_Spoken_0002.txt	D	23.1142	-2.9798	-2.1214	6.3078	1.4449	-2.7286	Informational interaction
English_in_Mind_3_Spoken_0003.txt	D	25.4341	-1.6228	-1.3407	-3.5796	-3.2186	-2.3927	Informational interaction
English_in_Mind_3_Spoken_0004.txt	D	31.0543	-1.2130	-3.3796	3.7196	-0.6598	-1.1519	Informational interaction
English_In_Mind_4_Informative_0001.txt	E	-2.9176	-0.6160	0.6184	-2.8329	-1.5775	0.3081	General narrative exposition
English_In_Mind_4_Informative_0002.txt	E	-6.1992	-2.8585	-0.4133	-2.9671	7.2892	-2.4665	General narrative exposition
English_In_Mind_4_Informative_0003.txt	E	-3.7043	-2.0297	-0.5964	-0.4823	3.2715	-1.2296	General narrative exposition
English_In_Mind_4_Informative_0004.txt	E	0.1682	4.1682	3.6280	2.3853	-2.1326	-0.3824	Involved persuasion
English_In_Mind_4_Informative_0005.txt	E	-5.7394	-0.2379	2.6114	4.0253	-0.6644	-0.2705	General narrative exposition
English_In_Mind_4_Informative_0006.txt	E	-11.0487	2.5881	1.2929	0.8386	3.2124	-2.2081	General narrative exposition
English_In_Mind_4_Informative_0007.txt	E	1.6580	-0.5266	-0.5143	5.8412	-0.3967	-2.2628	Involved persuasion
English_In_Mind_4_Informative_0008.txt	E	-0.6846	-1.4071	-1.1182	-2.2102	0.9398	0.3002	Involved persuasion
English_In_Mind_4_Informative_0009.txt	E	-7.1467	-2.0874	1.0819	-5.7369	9.0718	-1.0703	Scientific exposition
English_In_Mind_4_Informative_0010.txt	E	-0.5592	-2.7631	4.6242	5.2451	-0.6671	-1.7178	Involved persuasion
English_In_Mind_4_Informative_0011.txt	E	-6.7483	1.5607	-0.7400	0.3761	-2.9962	1.2943	General narrative exposition
English_In_Mind_4_Informative_0012.txt	E	-0.3156	-0.3190	-6.7133	1.8057	-2.7432	-3.0467	Situated reportage
English_In_Mind_4_Informative_0013.txt	E	-8.4311	-0.5034	1.6134	-2.4850	3.2059	3.4877	General narrative exposition
English_In_Mind_4_Informative_0014.txt	E	-4.3165	-0.6585	2.1487	-2.6407	1.8478	-2.0736	General narrative exposition
English_In_Mind_4_Informative_0015.txt	E	5.6425	1.1440	4.9092	-1.8007	0.2188	-0.4983	Involved persuasion
English_In_Mind_4_Instructional_0001.txt	E	-5.8530	-4.0210	2.7141	-2.5129	-1.4928	-0.9519	General narrative exposition
English_In_Mind_4_Instructional_0002.txt	E	-6.3512	-2.3021	3.5759	-3.7123	-2.3171	-2.0162	General narrative exposition
English_In_Mind_4_Instructional_0003.txt	E	-8.7854	-1.9324	1.7895	-3.5357	-3.5027	-0.7245	General narrative exposition
English_In_Mind_4_Instructional_0004.txt	E	0.8847	-0.5471	-0.5251	1.6365	-3.5526	-1.2040	Involved persuasion
English_In_Mind_4_Instructional_0005.txt	E	-5.3709	-2.1070	0.8051	-1.3908	-3.1259	-1.3108	General narrative exposition
English_In_Mind_4_Instructional_0006.txt	E	-11.7268	1.6949	1.0013	-2.8840	-3.9201	-1.6705	General narrative exposition
English_In_Mind_4_Instructional_0007.txt	E	-8.0330	-2.2527	1.1599	-2.1377	-3.1098	-1.0595	General narrative exposition
English_In_Mind_4_Instructional_0008.txt	E	-4.1946	-2.3049	-1.4356	-3.5007	-3.1450	-1.4603	General narrative exposition
English_In_Mind_4_Instructional_0009.txt	E	-5.6718	-3.1974	3.3333	0.6739	-2.3580	-1.4658	General narrative exposition
English_In_Mind_4_Instructional_0010.txt	E	-4.6810	0.3169	1.8954	-1.5155	-3.3317	-1.2948	General narrative exposition
English_In_Mind_4_Instructional_0011.txt	E	-11.2047	-1.0125	2.5653	-1.1536	-1.9765	-1.5733	General narrative exposition
English_In_Mind_4_Instructional_0012.txt	E	-4.7881	-2.0173	1.2324	-4.4396	-1.1339	-0.6241	General narrative exposition
English_In_Mind_4_Instructional_0013.txt	E	-7.3745	-3.6250	2.6643	-1.0078	-3.5306	-1.9648	General narrative exposition
English_In_Mind_4_Instructional_0014.txt	E	-2.6259	-3.7245	1.2411	-3.8503	-2.7441	-1.2007	General narrative exposition
English_In_Mind_4_Instructional_0015.txt	E	4.4632	-5.7303	5.3552	9.4456	-2.9790	-2.9179	Involved persuasion
English_In_Mind_4_Instructional_0016.txt	E	-1.0184	-3.4646	6.5236	2.8197	-3.0801	-2.8550	Involved persuasion
English_In_Mind_4_Narrative_0001.txt	E	-2.8419	-0.0913	-4.7882	-5.5713	-1.6010	-1.7629	Situated reportage
English_In_Mind_4_Narrative_0002.txt	E	10.1441	8.6060	1.2020	-0.4055	-2.3406	0.5122	Imaginative narrative
English_In_Mind_4_Narrative_0003.txt	E	10.2253	6.0367	0.0008	1.2041	-1.4688	-0.4164	Imaginative narrative
English_In_Mind_4_Narrative_0004.txt	E	11.7506	-2.7186	-0.4299	-4.4043	0.3223	-1.5903	Involved persuasion
English_In_Mind_4_Personal_0001.txt	E	17.7551	-1.3844	-3.2074	1.3641	-0.8862	2.3417	Informational interaction
English_In_Mind_4_Personal_0002.txt	E	8.3668	-0.6043	0.5619	6.6780	0.9815	1.7639	Involved persuasion
English_In_Mind_4_Personal_0003.txt	E	6.3468	3.1193	-2.4674	-2.0719	-1.2370	-0.4322	Imaginative narrative
English_In_Mind_4_Poetry_0001.txt	E	14.4991	-0.6962	-2.8239	-0.5388	-3.9201	-0.9379	Involved persuasion
English_In_Mind_4_Spoken_0001.txt	E	21.1088	-1.3702	2.3347	3.2237	-1.6888	0.6154	Informational interaction
English_In_Mind_4_Spoken_0002.txt	E	38.1921	-1.3440	-3.5117	-0.6202	-3.6738	0.1628	Intimate interpersonal interaction
English_In_Mind_4_Spoken_0003.txt	E	26.2414	-4.1809	1.5141	2.0141	-3.6406	-0.4200	Informational interaction
English_In_Mind_4_Spoken_0004.txt	E	34.0633	2.2932	-3.8643	3.0232	-3.2508	-1.0405	Informational interaction
English_In_Mind_4_Spoken_0005.txt	E	28.5128	-5.1385	-3.8703	-3.2716	-0.9491	-2.5612	Informational interaction
English_In_Mind_4_Spoken_0006.txt	E	23.8582	-3.4169	-2.3559	-0.9153	-3.6004	-0.7582	Informational interaction
English_in_Mind_Starter_Informative_0001.txt	A	-1.2278	-1.5912	8.7156	-8.2810	-2.6441	-2.1171	General narrative exposition
English_in_Mind_Starter_Informative_0002.txt	A	-0.9695	-4.3894	0.4895	-7.2797	-2.3611	-2.7278	General narrative exposition
English_in_Mind_Starter_Informative_0003.txt	A	-3.0009	2.7975	2.8599	-6.9827	-2.7093	-1.4933	General narrative exposition
English_in_Mind_Starter_Informative_0004.txt	A	5.3695	-3.7983	-1.1855	-5.6869	-3.2629	-3.4950	Involved persuasion
English_in_Mind_Starter_Informative_0005.txt	A	-1.5413	3.2521	-0.1872	-8.2834	-3.9201	-2.9336	General narrative exposition
English_in_Mind_Starter_Instructional_0001.txt	A	-9.8785	-0.6405	14.1703	-7.3347	-3.9201	-2.4539	Learned exposition
English_in_Mind_Starter_Instructional_0002.txt	A	-13.1416	0.3471	5.0430	-6.2296	-3.9201	-3.1639	General narrative exposition
English_in_Mind_Starter_Instructional_0003.txt	A	-10.6662	-1.4550	9.2334	-5.5045	-3.9201	-2.8446	General narrative exposition
English_in_Mind_Starter_Instructional_0004.txt	A	-9.0602	-2.5185	4.8175	-6.4288	-3.9201	-1.8993	General narrative exposition
English_in_Mind_Starter_Instructional_0005.txt	A	-8.0954	-1.8292	5.6413	-7.5269	-3.9201	-1.5698	General narrative exposition
English_in_Mind_Starter_Instructional_0006.txt	A	-7.2895	-2.0701	3.7778	-7.3718	-3.7142	-1.8777	General narrative exposition
English_in_Mind_Starter_Instructional_0007.txt	A	-11.9502	-1.9106	6.9053	-4.2620	-3.9201	-2.1498	General narrative exposition
English_in_Mind_Starter_Instructional_0008.txt	A	-12.7257	-2.0240	0.1570	-5.8106	-3.9201	-1.5853	General narrative exposition
English_in_Mind_Starter_Instructional_0009.txt	A	-6.9958	-1.3976	3.8116	-1.5003	-2.3457	-1.0960	General narrative exposition
English_in_Mind_Starter_Personal_0001.txt	A	17.2004	-3.2921	-0.6068	-6.7442	-3.9201	-2.5304	Informational interaction
English_in_Mind_Starter_Spoken_0001.txt	A	20.8677	-3.8465	0.6951	-7.3735	-3.7464	-2.9489	Informational interaction
English_in_Mind_Starter_Spoken_0002.txt	A	9.7207	-4.0727	-3.4550	-5.2016	-3.5400	-2.3000	Involved persuasion
English_in_Mind_Starter_Spoken_0003.txt	A	17.9508	-4.4558	-1.6708	-6.4311	-3.9201	-2.1898	Informational interaction
English_in_Mind_Starter_Spoken_0004.txt	A	17.7170	-0.2926	-2.2757	-7.4483	-3.6730	-1.9415	Informational interaction
GreenLine_1_Informative_0001.txt	A	7.8126	-4.8913	-1.4863	-4.1252	-3.9201	-2.7624	Involved persuasion
GreenLine_1_Informative_0002.txt	A	-0.1140	-4.2273	1.7404	-8.2716	-3.9201	-2.0039	Involved persuasion
GreenLine_1_Instructional_0001.txt	A	-3.6666	0.2990	6.0644	-9.0056	-3.9201	-1.2569	General narrative exposition
GreenLine_1_Instructional_0002.txt	A	10.1040	-1.2122	4.8854	-7.6913	-3.9201	-1.7657	Involved persuasion
GreenLine_1_Instructional_0003.txt	A	2.7873	-2.4535	2.9281	-4.8264	-3.9201	0.5404	Involved persuasion
GreenLine_1_Instructional_0004.txt	A	5.6538	-3.3344	4.2254	-4.6188	-3.9201	-2.2081	Involved persuasion
GreenLine_1_Instructional_0005.txt	A	-2.0888	-2.0724	3.4524	-4.0335	-3.9201	-1.4998	General narrative exposition
GreenLine_1_Instructional_0006.txt	A	1.5395	-3.4198	-2.9102	-5.4100	-3.9201	-0.2819	Situated reportage
GreenLine_1_Instructional_0007.txt	A	-0.7455	-2.4152	2.1396	-6.8631	-3.9201	-1.3136	General narrative exposition
GreenLine_1_Instructional_0008.txt	A	9.3718	-2.5626	1.7485	-1.3617	-3.9201	-1.0084	Involved persuasion
GreenLine_1_Instructional_0009.txt	A	0.1735	-3.9495	3.3465	-4.6840	-3.6742	-1.9489	Involved persuasion
GreenLine_1_Narrative_0001.txt	A	11.8979	2.6832	-0.7535	-7.6879	-3.7874	-1.1080	Imaginative narrative
GreenLine_1_Narrative_0002.txt	A	9.9238	-2.7886	0.8504	-7.9287	-3.6742	-2.1623	Involved persuasion
GreenLine_1_Narrative_0003.txt	A	15.6219	-0.7532	-2.0861	-4.6845	-3.9201	-1.4065	Imaginative narrative
GreenLine_1_Narrative_0004.txt	A	10.1429	0.2424	-0.9614	-6.0216	-3.5813	-2.9948	Imaginative narrative
GreenLine_1_Narrative_0005.txt	A	6.1672	-0.7112	-0.4694	-3.4496	-3.9201	-3.1924	Involved persuasion
GreenLine_1_Narrative_0006.txt	A	4.2952	-0.9317	-0.0682	-3.6800	-3.7767	-2.3677	Involved persuasion
GreenLine_1_Narrative_0007.txt	A	16.8247	0.1739	-2.3429	-6.7987	-3.6520	0.2540	Informational interaction
GreenLine_1_Narrative_0008.txt	A	12.7500	-2.3835	-0.2938	-4.1375	-3.7644	-2.2715	Involved persuasion
GreenLine_1_Narrative_0009.txt	A	18.9027	-0.2899	-1.5733	-4.0144	-3.1944	-2.9248	Informational interaction
GreenLine_1_Narrative_0010.txt	A	8.1775	-1.2648	4.6747	-5.9191	-3.9201	-1.5355	Involved persuasion
GreenLine_1_Narrative_0011.txt	A	17.1499	-3.5609	-2.7917	-5.8848	-3.9201	-1.9224	Informational interaction
GreenLine_1_Poetry_0001.txt	A	4.0097	-4.0803	1.9612	-7.2872	-3.3418	-3.0408	Involved persuasion
