"Lemma"	"Corpus"
"1812"	"play"	"Spoken BNC 2014 sample"
"1813"	"try"	"Spoken BNC 2014 sample"
"1814"	"plan on"	"Spoken BNC 2014 sample"
"1815"	"do"	"Spoken BNC 2014 sample"
"1816"	"tell"	"Spoken BNC 2014 sample"
"1817"	"think"	"Spoken BNC 2014 sample"
"1818"	"get"	"Spoken BNC 2014 sample"
"1819"	"make"	"Spoken BNC 2014 sample"
"1820"	"come"	"Spoken BNC 2014 sample"
"1821"	"tell"	"Spoken BNC 2014 sample"
"1822"	"hold"	"Spoken BNC 2014 sample"
"1823"	"work"	"Spoken BNC 2014 sample"
"1824"	"come back"	"Spoken BNC 2014 sample"
"1825"	"live"	"Spoken BNC 2014 sample"
"1826"	"take out"	"Spoken BNC 2014 sample"
"1827"	"record"	"Spoken BNC 2014 sample"
"1828"	"say"	"Spoken BNC 2014 sample"
"1829"	"think"	"Spoken BNC 2014 sample"
"1830"	"do"	"Spoken BNC 2014 sample"
"1831"	"do"	"Spoken BNC 2014 sample"
"1832"	"go"	"Spoken BNC 2014 sample"
"1833"	"say"	"Spoken BNC 2014 sample"
"1834"	"search"	"Spoken BNC 2014 sample"
"1835"	"put into"	"Spoken BNC 2014 sample"
"1836"	"think"	"Spoken BNC 2014 sample"
"1837"	"do"	"Spoken BNC 2014 sample"
"1838"	"bother"	"Spoken BNC 2014 sample"
"1839"	"steal"	"Spoken BNC 2014 sample"
"1840"	"try"	"Spoken BNC 2014 sample"
"1841"	"share"	"Spoken BNC 2014 sample"
"1842"	"move"	"Spoken BNC 2014 sample"
"1843"	"make"	"Spoken BNC 2014 sample"
"1844"	"come"	"Spoken BNC 2014 sample"
"1845"	"get"	"Spoken BNC 2014 sample"
"1846"	"go"	"Spoken BNC 2014 sample"
"1847"	"bet"	"Spoken BNC 2014 sample"
"1848"	"get"	"Spoken BNC 2014 sample"
"1849"	"say"	"Spoken BNC 2014 sample"
"1850"	"do"	"Spoken BNC 2014 sample"
"1851"	"report"	"Spoken BNC 2014 sample"
"1852"	"look"	"Spoken BNC 2014 sample"
"1853"	"use"	"Spoken BNC 2014 sample"
"1854"	"have"	"Spoken BNC 2014 sample"
"1855"	"look for"	"Spoken BNC 2014 sample"
"1856"	"pick up"	"Spoken BNC 2014 sample"
"1857"	"talk"	"Spoken BNC 2014 sample"
"1858"	"be"	"Spoken BNC 2014 sample"
"1859"	"monitor"	"Spoken BNC 2014 sample"
"1860"	"do"	"Spoken BNC 2014 sample"
"1861"	"get"	"Spoken BNC 2014 sample"
"1862"	"take"	"Spoken BNC 2014 sample"
"1863"	"go"	"Spoken BNC 2014 sample"
"1864"	"say"	"Spoken BNC 2014 sample"
"1865"	"joke"	"Spoken BNC 2014 sample"
"1866"	"come"	"Spoken BNC 2014 sample"
"1867"	"burn"	"Spoken BNC 2014 sample"
"1868"	"buy"	"Spoken BNC 2014 sample"
"1869"	"go off"	"Spoken BNC 2014 sample"
"1870"	"voice"	"Spoken BNC 2014 sample"
"1871"	"gnaw"	"Spoken BNC 2014 sample"
"1872"	"show"	"Spoken BNC 2014 sample"
"1873"	"retire"	"Spoken BNC 2014 sample"
"1874"	"drive"	"Spoken BNC 2014 sample"
"1875"	"think"	"Spoken BNC 2014 sample"
"1876"	"comment"	"Spoken BNC 2014 sample"
"1877"	"look for"	"Spoken BNC 2014 sample"
"1878"	"come up"	"Spoken BNC 2014 sample"
"1879"	"do"	"Spoken BNC 2014 sample"
"1880"	"swim"	"Spoken BNC 2014 sample"
"1881"	"pay"	"Spoken BNC 2014 sample"
"1882"	"think"	"Spoken BNC 2014 sample"
"1883"	"wear"	"Spoken BNC 2014 sample"
"1884"	"go off"	"Spoken BNC 2014 sample"
"1885"	"tell"	"Spoken BNC 2014 sample"
"1886"	"fight"	"Spoken BNC 2014 sample"
"1887"	"drive"	"Spoken BNC 2014 sample"
"1888"	"walk"	"Spoken BNC 2014 sample"
"1889"	"battle"	"Spoken BNC 2014 sample"
"1890"	"think"	"Spoken BNC 2014 sample"
"1891"	"come"	"Spoken BNC 2014 sample"
"1892"	"speak"	"Spoken BNC 2014 sample"
"1893"	"go"	"Spoken BNC 2014 sample"
"1894"	"talk"	"Spoken BNC 2014 sample"
"1895"	"say"	"Spoken BNC 2014 sample"
"1896"	"go"	"Spoken BNC 2014 sample"
"1897"	"soak"	"Spoken BNC 2014 sample"
"1898"	"try"	"Spoken BNC 2014 sample"
"1899"	"want"	"Spoken BNC 2014 sample"
"1900"	"overthink"	"Spoken BNC 2014 sample"
"1901"	"read"	"Spoken BNC 2014 sample"
"1902"	"say"	"Spoken BNC 2014 sample"
"1903"	"do"	"Spoken BNC 2014 sample"
"1904"	"do"	"Spoken BNC 2014 sample"
"1905"	"start"	"Spoken BNC 2014 sample"
"1906"	"roll"	"Spoken BNC 2014 sample"
"1907"	"lose"	"Spoken BNC 2014 sample"
"1908"	"use"	"Spoken BNC 2014 sample"
"1909"	"queue up"	"Spoken BNC 2014 sample"
"1910"	"do"	"Spoken BNC 2014 sample"
"1911"	"do"	"Spoken BNC 2014 sample"
"1912"	"look for"	"Spoken BNC 2014 sample"
"1913"	"laugh"	"Spoken BNC 2014 sample"
"1914"	"feel"	"Spoken BNC 2014 sample"
"1915"	"come"	"Spoken BNC 2014 sample"
"1916"	"say"	"Spoken BNC 2014 sample"
"1917"	"try"	"Spoken BNC 2014 sample"
"1918"	"speak"	"Spoken BNC 2014 sample"
"1919"	"get"	"Spoken BNC 2014 sample"
"1920"	"live up"	"Spoken BNC 2014 sample"
"1921"	"talk"	"Spoken BNC 2014 sample"
"1922"	"work"	"Spoken BNC 2014 sample"
"1923"	"come"	"Spoken BNC 2014 sample"
"1924"	"have"	"Spoken BNC 2014 sample"
"1925"	"do"	"Spoken BNC 2014 sample"
"1926"	"do"	"Spoken BNC 2014 sample"
"1927"	"go"	"Spoken BNC 2014 sample"
"1928"	"try"	"Spoken BNC 2014 sample"
"1929"	"sweat"	"Spoken BNC 2014 sample"
"1930"	"run out"	"Spoken BNC 2014 sample"
"1931"	"hand out"	"Spoken BNC 2014 sample"
"1932"	"plan"	"Spoken BNC 2014 sample"
"1933"	"do"	"Spoken BNC 2014 sample"
"1934"	"have"	"Spoken BNC 2014 sample"
"1935"	"talk"	"Spoken BNC 2014 sample"
"1936"	"stay"	"Spoken BNC 2014 sample"
"1937"	"have"	"Spoken BNC 2014 sample"
"1938"	"think"	"Spoken BNC 2014 sample"
"1939"	"happen"	"Spoken BNC 2014 sample"
"1940"	"say"	"Spoken BNC 2014 sample"
"1941"	"do"	"Spoken BNC 2014 sample"
"1942"	"buy"	"Spoken BNC 2014 sample"
"1943"	"occur"	"Spoken BNC 2014 sample"
"1944"	"think"	"Spoken BNC 2014 sample"
"1945"	"die"	"Spoken BNC 2014 sample"
"1946"	"talk"	"Spoken BNC 2014 sample"
"1947"	"hide"	"Spoken BNC 2014 sample"
"1948"	"do"	"Spoken BNC 2014 sample"
"1949"	"crowdfund"	"Spoken BNC 2014 sample"
"1950"	"talk"	"Spoken BNC 2014 sample"
"1951"	"think"	"Spoken BNC 2014 sample"
"1952"	"do"	"Spoken BNC 2014 sample"
"1953"	"do"	"Spoken BNC 2014 sample"
"1954"	"talk"	"Spoken BNC 2014 sample"
"1955"	"do"	"Spoken BNC 2014 sample"
"1956"	"think"	"Spoken BNC 2014 sample"
"1957"	"record"	"Spoken BNC 2014 sample"
"1958"	"pay"	"Spoken BNC 2014 sample"
"1959"	"cost"	"Spoken BNC 2014 sample"
"1960"	"get"	"Spoken BNC 2014 sample"
"1961"	"rewrite"	"Spoken BNC 2014 sample"
"1962"	"come"	"Spoken BNC 2014 sample"
"1963"	"go"	"Spoken BNC 2014 sample"
"1964"	"look for"	"Spoken BNC 2014 sample"
"1965"	"try"	"Spoken BNC 2014 sample"
"1966"	"do"	"Spoken BNC 2014 sample"
"1967"	"make"	"Spoken BNC 2014 sample"
"1968"	"get"	"Spoken BNC 2014 sample"
"1969"	"feel"	"Spoken BNC 2014 sample"
"1970"	"try"	"Spoken BNC 2014 sample"
"1971"	"start"	"Spoken BNC 2014 sample"
"1972"	"do"	"Spoken BNC 2014 sample"
"1973"	"come off"	"Spoken BNC 2014 sample"
"1974"	"have"	"Spoken BNC 2014 sample"
"1975"	"break"	"Spoken BNC 2014 sample"
"1976"	"say"	"Spoken BNC 2014 sample"
"1977"	"jump"	"Spoken BNC 2014 sample"
"1978"	"have"	"Spoken BNC 2014 sample"
"1979"	"go"	"Spoken BNC 2014 sample"
"1980"	"do"	"Spoken BNC 2014 sample"
"1981"	"say"	"Spoken BNC 2014 sample"
"1982"	"go"	"Spoken BNC 2014 sample"
"1983"	"spend"	"Spoken BNC 2014 sample"
"1984"	"talk"	"Spoken BNC 2014 sample"
"1985"	"record"	"Spoken BNC 2014 sample"
"1986"	"record"	"Spoken BNC 2014 sample"
"1987"	"come out"	"Spoken BNC 2014 sample"
"1988"	"leave"	"Spoken BNC 2014 sample"
"1989"	"go up"	"Spoken BNC 2014 sample"
"1990"	"bloom"	"Spoken BNC 2014 sample"
"1991"	"let"	"Spoken BNC 2014 sample"
"1992"	"romanticise"	"Spoken BNC 2014 sample"
"1993"	"grope"	"Spoken BNC 2014 sample"
"1994"	"do"	"Spoken BNC 2014 sample"
"1995"	"talk"	"Spoken BNC 2014 sample"
"1996"	"work"	"Spoken BNC 2014 sample"
"1997"	"refuse"	"Spoken BNC 2014 sample"
"1998"	"threaten"	"Spoken BNC 2014 sample"
"1999"	"work"	"Spoken BNC 2014 sample"
"2000"	"get"	"Spoken BNC 2014 sample"
"2001"	"do"	"Spoken BNC 2014 sample"
"2002"	"wear"	"Spoken BNC 2014 sample"
"2003"	"agree"	"Spoken BNC 2014 sample"
"2004"	"reopen"	"Spoken BNC 2014 sample"
"2005"	"go"	"Spoken BNC 2014 sample"
"2006"	"do"	"Spoken BNC 2014 sample"
"2007"	"joke"	"Spoken BNC 2014 sample"
"2008"	"fry"	"Spoken BNC 2014 sample"
"2009"	"get"	"Spoken BNC 2014 sample"
"2010"	"count"	"Spoken BNC 2014 sample"
"2011"	"play"	"Spoken BNC 2014 sample"
"2012"	"go"	"Spoken BNC 2014 sample"
"2013"	"say"	"Spoken BNC 2014 sample"
"2014"	"try"	"Spoken BNC 2014 sample"
"2015"	"make"	"Spoken BNC 2014 sample"
"2016"	"stand"	"Spoken BNC 2014 sample"
"2017"	"wonder"	"Spoken BNC 2014 sample"
"2018"	"say"	"Spoken BNC 2014 sample"
"2019"	"kid"	"Spoken BNC 2014 sample"
"2020"	"overlap"	"Spoken BNC 2014 sample"
"2021"	"do"	"Spoken BNC 2014 sample"
"2022"	"be"	"Spoken BNC 2014 sample"
"2023"	"look"	"Spoken BNC 2014 sample"
"2024"	"come"	"Spoken BNC 2014 sample"
"2025"	"asphalt"	"Spoken BNC 2014 sample"
"2026"	"be"	"Spoken BNC 2014 sample"
"2027"	"get"	"Spoken BNC 2014 sample"
"2028"	"get"	"Spoken BNC 2014 sample"
"2029"	"get"	"Spoken BNC 2014 sample"
"2030"	"hold"	"Spoken BNC 2014 sample"
"2031"	"vibrate"	"Spoken BNC 2014 sample"
"2032"	"talk"	"Spoken BNC 2014 sample"
"2033"	"talk"	"Spoken BNC 2014 sample"
"2034"	"hope"	"Spoken BNC 2014 sample"
"2035"	"use"	"Spoken BNC 2014 sample"
"2036"	"bring"	"Spoken BNC 2014 sample"
"2037"	"worry"	"Spoken BNC 2014 sample"
"2038"	"say"	"Spoken BNC 2014 sample"
"2039"	"try"	"Spoken BNC 2014 sample"
"2040"	"do"	"Spoken BNC 2014 sample"
"2041"	"kid"	"Spoken BNC 2014 sample"
"2042"	"play"	"Spoken BNC 2014 sample"
"2043"	"wait"	"Spoken BNC 2014 sample"
"2044"	"wear"	"Spoken BNC 2014 sample"
"2045"	"consider"	"Spoken BNC 2014 sample"
"2046"	"put in"	"Spoken BNC 2014 sample"
"2047"	"do"	"Spoken BNC 2014 sample"
"2048"	"do"	"Spoken BNC 2014 sample"
"2049"	"talk"	"Spoken BNC 2014 sample"
"2050"	"take out"	"Spoken BNC 2014 sample"
"2051"	"have"	"Spoken BNC 2014 sample"
"2052"	"buy"	"Spoken BNC 2014 sample"
"2053"	"go"	"Spoken BNC 2014 sample"
"2054"	"listen"	"Spoken BNC 2014 sample"
"2055"	"go down"	"Spoken BNC 2014 sample"
"2056"	"hide"	"Spoken BNC 2014 sample"
"2057"	"do"	"Spoken BNC 2014 sample"
"2058"	"earn"	"Spoken BNC 2014 sample"
"2059"	"work"	"Spoken BNC 2014 sample"
"2060"	"have"	"Spoken BNC 2014 sample"
"2061"	"plan"	"Spoken BNC 2014 sample"
"2062"	"say"	"Spoken BNC 2014 sample"
"2063"	"say"	"Spoken BNC 2014 sample"
"2064"	"try"	"Spoken BNC 2014 sample"
"2065"	"think"	"Spoken BNC 2014 sample"
"2066"	"drive"	"Spoken BNC 2014 sample"
"2067"	"think"	"Spoken BNC 2014 sample"
"2068"	"say"	"Spoken BNC 2014 sample"
"2069"	"go on"	"Spoken BNC 2014 sample"
"2070"	"look up"	"Spoken BNC 2014 sample"
"2071"	"think"	"Spoken BNC 2014 sample"
"2072"	"clean"	"Spoken BNC 2014 sample"
"2073"	"say"	"Spoken BNC 2014 sample"
"2074"	"read"	"Spoken BNC 2014 sample"
"2075"	"wait"	"Spoken BNC 2014 sample"
"2076"	"do"	"Spoken BNC 2014 sample"
"2077"	"buy"	"Spoken BNC 2014 sample"
"2078"	"run"	"Spoken BNC 2014 sample"
"2079"	"tell"	"Spoken BNC 2014 sample"
"2080"	"think"	"Spoken BNC 2014 sample"
"2081"	"do"	"Spoken BNC 2014 sample"
"2082"	"have"	"Spoken BNC 2014 sample"
"2083"	"have"	"Spoken BNC 2014 sample"
"2084"	"come"	"Spoken BNC 2014 sample"
"2085"	"go on"	"Spoken BNC 2014 sample"
"2086"	"try"	"Spoken BNC 2014 sample"
"2087"	"say"	"Spoken BNC 2014 sample"
"2088"	"get along"	"Spoken BNC 2014 sample"
"2089"	"persevere"	"Spoken BNC 2014 sample"
"2090"	"say"	"Spoken BNC 2014 sample"
"2091"	"close"	"Spoken BNC 2014 sample"
"2092"	"feel"	"Spoken BNC 2014 sample"
"2093"	"work"	"Spoken BNC 2014 sample"
"2094"	"say"	"Spoken BNC 2014 sample"
"2095"	"change"	"Spoken BNC 2014 sample"
"2096"	"take"	"Spoken BNC 2014 sample"
"2097"	"eat"	"Spoken BNC 2014 sample"
"2098"	"type"	"Spoken BNC 2014 sample"
"2099"	"do"	"Spoken BNC 2014 sample"
"2100"	"think"	"Spoken BNC 2014 sample"
"2101"	"try"	"Spoken BNC 2014 sample"
"2102"	"fly"	"Spoken BNC 2014 sample"
"2103"	"say"	"Spoken BNC 2014 sample"
"2104"	"talk"	"Spoken BNC 2014 sample"
"2105"	"talk"	"Spoken BNC 2014 sample"
"2106"	"manage"	"Spoken BNC 2014 sample"
"2107"	"talk"	"Spoken BNC 2014 sample"
"2108"	"think"	"Spoken BNC 2014 sample"
"2109"	"say"	"Spoken BNC 2014 sample"
"2110"	"come back"	"Spoken BNC 2014 sample"
"2111"	"make"	"Spoken BNC 2014 sample"
"2112"	"talk"	"Spoken BNC 2014 sample"
"2113"	"explain"	"Spoken BNC 2014 sample"
"2114"	"stand"	"Spoken BNC 2014 sample"
"2115"	"see"	"Spoken BNC 2014 sample"
"2116"	"chop"	"Spoken BNC 2014 sample"
"2117"	"talk"	"Spoken BNC 2014 sample"
"2118"	"try"	"Spoken BNC 2014 sample"
"2119"	"get"	"Spoken BNC 2014 sample"
"2120"	"say"	"Spoken BNC 2014 sample"
"2121"	"plan"	"Spoken BNC 2014 sample"
"2122"	"try"	"Spoken BNC 2014 sample"
"2123"	"slow"	"Spoken BNC 2014 sample"
"2124"	"think"	"Spoken BNC 2014 sample"
"2125"	"work"	"Spoken BNC 2014 sample"
"2126"	"see"	"Spoken BNC 2014 sample"
"2127"	"have"	"Spoken BNC 2014 sample"
"2128"	"have"	"Spoken BNC 2014 sample"
"2129"	"buy"	"Spoken BNC 2014 sample"
"2130"	"tell"	"Spoken BNC 2014 sample"
"2131"	"look for"	"Spoken BNC 2014 sample"
"2132"	"deal"	"Spoken BNC 2014 sample"
"2133"	"come"	"Spoken BNC 2014 sample"
"2134"	"pollute"	"Spoken BNC 2014 sample"
"2135"	"design"	"Spoken BNC 2014 sample"
"2136"	"go"	"Spoken BNC 2014 sample"
"2137"	"use"	"Spoken BNC 2014 sample"
"2138"	"play"	"Spoken BNC 2014 sample"
"2139"	"happen"	"Spoken BNC 2014 sample"
"2140"	"say"	"Spoken BNC 2014 sample"
"2141"	"go"	"Spoken BNC 2014 sample"
"2142"	"volunteer"	"Spoken BNC 2014 sample"
"2143"	"listen"	"Spoken BNC 2014 sample"
"2144"	"try"	"Spoken BNC 2014 sample"
"2145"	"think"	"Spoken BNC 2014 sample"
"2146"	"come up"	"Spoken BNC 2014 sample"
"2147"	"end"	"Spoken BNC 2014 sample"
"2148"	"pick"	"Spoken BNC 2014 sample"
"2149"	"stand"	"Spoken BNC 2014 sample"
"2150"	"speak"	"Spoken BNC 2014 sample"
"2151"	"pay"	"Spoken BNC 2014 sample"
"2152"	"think"	"Spoken BNC 2014 sample"
"2153"	"think"	"Spoken BNC 2014 sample"
"2154"	"look forward"	"Spoken BNC 2014 sample"
"2155"	"read"	"Spoken BNC 2014 sample"
"2156"	"catch"	"Spoken BNC 2014 sample"
"2157"	"date"	"Spoken BNC 2014 sample"
"2158"	"get"	"Spoken BNC 2014 sample"
"2159"	"live"	"Spoken BNC 2014 sample"
"2160"	"get"	"Spoken BNC 2014 sample"
"2161"	"listen"	"Spoken BNC 2014 sample"
"2162"	"try"	"Spoken BNC 2014 sample"
"2163"	"say"	"Spoken BNC 2014 sample"
"2164"	"say"	"Spoken BNC 2014 sample"
"2165"	"talk"	"Spoken BNC 2014 sample"
"2166"	"take over"	"Spoken BNC 2014 sample"
"2167"	"tell"	"Spoken BNC 2014 sample"
"2168"	"play"	"Spoken BNC 2014 sample"
"2169"	"dig in"	"Spoken BNC 2014 sample"
"2170"	"do"	"Spoken BNC 2014 sample"
"2171"	"look"	"Spoken BNC 2014 sample"
"2172"	"put up"	"Spoken BNC 2014 sample"
"2173"	"talk"	"Spoken BNC 2014 sample"
"2174"	"say"	"Spoken BNC 2014 sample"
"2175"	"live"	"Spoken BNC 2014 sample"
"2176"	"lead"	"Spoken BNC 2014 sample"
"2177"	"come out"	"Spoken BNC 2014 sample"
"2178"	"have"	"Spoken BNC 2014 sample"
"2179"	"record"	"Spoken BNC 2014 sample"
"2180"	"rely"	"Spoken BNC 2014 sample"
"2181"	"do"	"Spoken BNC 2014 sample"
"2182"	"go"	"Spoken BNC 2014 sample"
"2183"	"think"	"Spoken BNC 2014 sample"
"2184"	"take"	"Spoken BNC 2014 sample"
"2185"	"do"	"Spoken BNC 2014 sample"
"2186"	"kill"	"Spoken BNC 2014 sample"
"2187"	"get"	"Spoken BNC 2014 sample"
"2188"	"make"	"Spoken BNC 2014 sample"
"2189"	"go"	"Spoken BNC 2014 sample"
"2190"	"say"	"Spoken BNC 2014 sample"
"2191"	"do"	"Spoken BNC 2014 sample"
"2192"	"try"	"Spoken BNC 2014 sample"
"2193"	"be"	"Spoken BNC 2014 sample"
"2194"	"hold"	"Spoken BNC 2014 sample"
"2195"	"think"	"Spoken BNC 2014 sample"
"2196"	"balloon"	"Spoken BNC 2014 sample"
"2197"	"strip"	"Spoken BNC 2014 sample"
"2198"	"host"	"Spoken BNC 2014 sample"
"2199"	"take"	"Spoken BNC 2014 sample"
"2200"	"talk"	"Spoken BNC 2014 sample"
"2201"	"say"	"Spoken BNC 2014 sample"
"2202"	"feel"	"Spoken BNC 2014 sample"
"2203"	"talk"	"Spoken BNC 2014 sample"
"2204"	"do"	"Spoken BNC 2014 sample"
"2205"	"grow"	"Spoken BNC 2014 sample"
"2206"	"do"	"Spoken BNC 2014 sample"
"2207"	"try"	"Spoken BNC 2014 sample"
"2208"	"talk"	"Spoken BNC 2014 sample"
"2209"	"say"	"Spoken BNC 2014 sample"
"2210"	"be"	"Spoken BNC 2014 sample"
"2211"	"be"	"Spoken BNC 2014 sample"
"2212"	"ask"	"Spoken BNC 2014 sample"
"2213"	"love"	"Spoken BNC 2014 sample"
"2214"	"come"	"Spoken BNC 2014 sample"
"2215"	"go"	"Spoken BNC 2014 sample"
"2216"	"work"	"Spoken BNC 2014 sample"
"2217"	"show"	"Spoken BNC 2014 sample"
"2218"	"socialise"	"Spoken BNC 2014 sample"
"2219"	"stay"	"Spoken BNC 2014 sample"
"2220"	"roll"	"Spoken BNC 2014 sample"
"2221"	"have"	"Spoken BNC 2014 sample"
"2222"	"tell"	"Spoken BNC 2014 sample"
"2223"	"have"	"Spoken BNC 2014 sample"
"2224"	"stay"	"Spoken BNC 2014 sample"
"2225"	"treat"	"Spoken BNC 2014 sample"
"2226"	"do"	"Spoken BNC 2014 sample"
"2227"	"help"	"Spoken BNC 2014 sample"
"2228"	"happen"	"Spoken BNC 2014 sample"
"2229"	"flap"	"Spoken BNC 2014 sample"
"2230"	"do"	"Spoken BNC 2014 sample"
"2231"	"go"	"Spoken BNC 2014 sample"
"2232"	"say"	"Spoken BNC 2014 sample"
"2233"	"seek"	"Spoken BNC 2014 sample"
"2234"	"rain"	"Spoken BNC 2014 sample"
"2235"	"stand"	"Spoken BNC 2014 sample"
"2236"	"cat-sit"	"Spoken BNC 2014 sample"
"2237"	"say"	"Spoken BNC 2014 sample"
"2238"	"say"	"Spoken BNC 2014 sample"
"2239"	"say"	"Spoken BNC 2014 sample"
"2240"	"come"	"Spoken BNC 2014 sample"
"2241"	"work"	"Spoken BNC 2014 sample"
"2242"	"take"	"Spoken BNC 2014 sample"
"2243"	"go"	"Spoken BNC 2014 sample"
"2244"	"try"	"Spoken BNC 2014 sample"
"2245"	"smile"	"Spoken BNC 2014 sample"
"2246"	"go off"	"Spoken BNC 2014 sample"
"2247"	"watch"	"Spoken BNC 2014 sample"
"2248"	"give"	"Spoken BNC 2014 sample"
"2249"	"use"	"Spoken BNC 2014 sample"
"2250"	"talk"	"Spoken BNC 2014 sample"
"2251"	"do"	"Spoken BNC 2014 sample"
"2252"	"study"	"Spoken BNC 2014 sample"
"2253"	"think"	"Spoken BNC 2014 sample"
"2254"	"do"	"Spoken BNC 2014 sample"
"2255"	"make up"	"Spoken BNC 2014 sample"
"2256"	"go"	"Spoken BNC 2014 sample"
"2257"	"go"	"Spoken BNC 2014 sample"
"2258"	"wonder"	"Spoken BNC 2014 sample"
"2259"	"come"	"Spoken BNC 2014 sample"
"2260"	"take"	"Spoken BNC 2014 sample"
"2261"	"do"	"Spoken BNC 2014 sample"
"2262"	"try"	"Spoken BNC 2014 sample"
"2263"	"help"	"Spoken BNC 2014 sample"
"2264"	"look forward"	"Spoken BNC 2014 sample"
"2265"	"do"	"Spoken BNC 2014 sample"
"2266"	"do"	"Spoken BNC 2014 sample"
"2267"	"sing"	"Spoken BNC 2014 sample"
"2268"	"think"	"Spoken BNC 2014 sample"
"2269"	"do"	"Spoken BNC 2014 sample"
"2270"	"follow"	"Spoken BNC 2014 sample"
"2271"	"do"	"Spoken BNC 2014 sample"
"2272"	"look"	"Spoken BNC 2014 sample"
"2273"	"pitch"	"Spoken BNC 2014 sample"
"2274"	"live"	"Spoken BNC 2014 sample"
"2275"	"give"	"Spoken BNC 2014 sample"
"2276"	"deal"	"Spoken BNC 2014 sample"
"2277"	"do"	"Spoken BNC 2014 sample"
"2278"	"scam"	"Spoken BNC 2014 sample"
"2279"	"talk"	"Spoken BNC 2014 sample"
"2280"	"make"	"Spoken BNC 2014 sample"
"2281"	"try"	"Spoken BNC 2014 sample"
"2282"	"keep"	"Spoken BNC 2014 sample"
"2283"	"go on"	"Spoken BNC 2014 sample"
"2284"	"dry"	"Spoken BNC 2014 sample"
"2285"	"put"	"Spoken BNC 2014 sample"
"2286"	"look"	"Spoken BNC 2014 sample"
"2287"	"make"	"Spoken BNC 2014 sample"
"2288"	"say"	"Spoken BNC 2014 sample"
"2289"	"go"	"Spoken BNC 2014 sample"
"2290"	"say"	"Spoken BNC 2014 sample"
"2291"	"do"	"Spoken BNC 2014 sample"
"2292"	"drink"	"Spoken BNC 2014 sample"
"2293"	"call"	"Spoken BNC 2014 sample"
"2294"	"say"	"Spoken BNC 2014 sample"
"2295"	"tell"	"Spoken BNC 2014 sample"
"2296"	"look up"	"Spoken BNC 2014 sample"
"2297"	"wait"	"Spoken BNC 2014 sample"
"2298"	"try"	"Spoken BNC 2014 sample"
"2299"	"ride"	"Spoken BNC 2014 sample"
"2300"	"listen"	"Spoken BNC 2014 sample"
"2301"	"joke"	"Spoken BNC 2014 sample"
"2302"	"flick"	"Spoken BNC 2014 sample"
"2303"	"look"	"Spoken BNC 2014 sample"
"2304"	"go"	"Spoken BNC 2014 sample"
"2305"	"carry"	"Spoken BNC 2014 sample"
"2306"	"go"	"Spoken BNC 2014 sample"
"2307"	"cycle"	"Spoken BNC 2014 sample"
"2308"	"something"	"Spoken BNC 2014 sample"
"2309"	"release"	"Spoken BNC 2014 sample"
"2310"	"pay"	"Spoken BNC 2014 sample"
"2311"	"go on"	"Spoken BNC 2014 sample"
"2312"	"say"	"Spoken BNC 2014 sample"
"2313"	"stay"	"Spoken BNC 2014 sample"
"2314"	"teach"	"Spoken BNC 2014 sample"
"2315"	"go"	"Spoken BNC 2014 sample"
"2316"	"say"	"Spoken BNC 2014 sample"
"2317"	"talk"	"Spoken BNC 2014 sample"
"2318"	"rain"	"Spoken BNC 2014 sample"
"2319"	"do"	"Spoken BNC 2014 sample"
"2320"	"go"	"Spoken BNC 2014 sample"
"2321"	"leave"	"Spoken BNC 2014 sample"
"2322"	"look"	"Spoken BNC 2014 sample"
"2323"	"try"	"Spoken BNC 2014 sample"
"2324"	"lose"	"Spoken BNC 2014 sample"
"2325"	"go"	"Spoken BNC 2014 sample"
"2326"	"enjoy"	"Spoken BNC 2014 sample"
"2327"	"feel"	"Spoken BNC 2014 sample"
"2328"	"win"	"Spoken BNC 2014 sample"
"2329"	"think"	"Spoken BNC 2014 sample"
"2330"	"say"	"Spoken BNC 2014 sample"
"2331"	"sleep"	"Spoken BNC 2014 sample"
"2332"	"come"	"Spoken BNC 2014 sample"
"2333"	"look"	"Spoken BNC 2014 sample"
"2334"	"do"	"Spoken BNC 2014 sample"
"2335"	"disturb"	"Spoken BNC 2014 sample"
"2336"	"do"	"Spoken BNC 2014 sample"
"2337"	"travel"	"Spoken BNC 2014 sample"
"2338"	"feel"	"Spoken BNC 2014 sample"
"2339"	"wheel"	"Spoken BNC 2014 sample"
"2340"	"hold"	"Spoken BNC 2014 sample"
"2341"	"try"	"Spoken BNC 2014 sample"
"2342"	"walk"	"Spoken BNC 2014 sample"
"2343"	"try"	"Spoken BNC 2014 sample"
"2344"	"say"	"Spoken BNC 2014 sample"
"2345"	"put"	"Spoken BNC 2014 sample"
"2346"	"tear"	"Spoken BNC 2014 sample"
"2347"	"work"	"Spoken BNC 2014 sample"
"2348"	"do"	"Spoken BNC 2014 sample"
"2349"	"fall apart"	"Spoken BNC 2014 sample"
"2350"	"plan"	"Spoken BNC 2014 sample"
"2351"	"risk"	"Spoken BNC 2014 sample"
"2352"	"fill up"	"Spoken BNC 2014 sample"
"2353"	"look for"	"Spoken BNC 2014 sample"
"2354"	"break up"	"Spoken BNC 2014 sample"
"2355"	"have"	"Spoken BNC 2014 sample"
"2356"	"go"	"Spoken BNC 2014 sample"
"2357"	"do"	"Spoken BNC 2014 sample"
"2358"	"think"	"Spoken BNC 2014 sample"
"2359"	"get"	"Spoken BNC 2014 sample"
