"Lemma"	"Corpus"
"1230"	"push for"	"Spoken BNC 2014 sample"
"1231"	"move"	"Spoken BNC 2014 sample"
"1232"	"heat up"	"Spoken BNC 2014 sample"
"1233"	"go"	"Spoken BNC 2014 sample"
"1234"	"say"	"Spoken BNC 2014 sample"
"1235"	"do"	"Spoken BNC 2014 sample"
"1236"	"try"	"Spoken BNC 2014 sample"
"1237"	"feel"	"Spoken BNC 2014 sample"
"1238"	"try"	"Spoken BNC 2014 sample"
"1239"	"be"	"Spoken BNC 2014 sample"
"1240"	"lie"	"Spoken BNC 2014 sample"
"1241"	"begin"	"Spoken BNC 2014 sample"
"1242"	"lie"	"Spoken BNC 2014 sample"
"1243"	"work out"	"Spoken BNC 2014 sample"
"1244"	"change"	"Spoken BNC 2014 sample"
"1245"	"work"	"Spoken BNC 2014 sample"
"1246"	"make"	"Spoken BNC 2014 sample"
"1247"	"make"	"Spoken BNC 2014 sample"
"1248"	"rent"	"Spoken BNC 2014 sample"
"1249"	"do"	"Spoken BNC 2014 sample"
"1250"	"smash"	"Spoken BNC 2014 sample"
"1251"	"do"	"Spoken BNC 2014 sample"
"1252"	"do"	"Spoken BNC 2014 sample"
"1253"	"take"	"Spoken BNC 2014 sample"
"1254"	"do"	"Spoken BNC 2014 sample"
"1255"	"argue"	"Spoken BNC 2014 sample"
"1256"	"watch"	"Spoken BNC 2014 sample"
"1257"	"run"	"Spoken BNC 2014 sample"
"1258"	"run"	"Spoken BNC 2014 sample"
"1259"	"talk"	"Spoken BNC 2014 sample"
"1260"	"gasp"	"Spoken BNC 2014 sample"
"1261"	"eat"	"Spoken BNC 2014 sample"
"1262"	"think"	"Spoken BNC 2014 sample"
"1263"	"come"	"Spoken BNC 2014 sample"
"1264"	"do"	"Spoken BNC 2014 sample"
"1265"	"steal"	"Spoken BNC 2014 sample"
"1266"	"tell"	"Spoken BNC 2014 sample"
"1267"	"think"	"Spoken BNC 2014 sample"
"1268"	"sell"	"Spoken BNC 2014 sample"
"1269"	"get"	"Spoken BNC 2014 sample"
"1270"	"say"	"Spoken BNC 2014 sample"
"1271"	"say"	"Spoken BNC 2014 sample"
"1272"	"ask"	"Spoken BNC 2014 sample"
"1273"	"come"	"Spoken BNC 2014 sample"
"1274"	"develop"	"Spoken BNC 2014 sample"
"1275"	"freeze"	"Spoken BNC 2014 sample"
"1276"	"try"	"Spoken BNC 2014 sample"
"1277"	"say"	"Spoken BNC 2014 sample"
"1278"	"miss"	"Spoken BNC 2014 sample"
"1279"	"cut"	"Spoken BNC 2014 sample"
"1280"	"struggle"	"Spoken BNC 2014 sample"
"1281"	"love"	"Spoken BNC 2014 sample"
"1282"	"get"	"Spoken BNC 2014 sample"
"1283"	"go"	"Spoken BNC 2014 sample"
"1284"	"go"	"Spoken BNC 2014 sample"
"1285"	"wait"	"Spoken BNC 2014 sample"
"1286"	"talk"	"Spoken BNC 2014 sample"
"1287"	"get through"	"Spoken BNC 2014 sample"
"1288"	"memorize"	"Spoken BNC 2014 sample"
"1289"	"try"	"Spoken BNC 2014 sample"
"1290"	"move"	"Spoken BNC 2014 sample"
"1291"	"try"	"Spoken BNC 2014 sample"
"1292"	"wear"	"Spoken BNC 2014 sample"
"1293"	"grow"	"Spoken BNC 2014 sample"
"1294"	"joke"	"Spoken BNC 2014 sample"
"1295"	"say"	"Spoken BNC 2014 sample"
"1296"	"go out"	"Spoken BNC 2014 sample"
"1297"	"laugh"	"Spoken BNC 2014 sample"
"1298"	"say"	"Spoken BNC 2014 sample"
"1299"	"boil"	"Spoken BNC 2014 sample"
"1300"	"come on"	"Spoken BNC 2014 sample"
"1301"	"say"	"Spoken BNC 2014 sample"
"1302"	"talk"	"Spoken BNC 2014 sample"
"1303"	"enjoy"	"Spoken BNC 2014 sample"
"1304"	"swish"	"Spoken BNC 2014 sample"
"1305"	"drink"	"Spoken BNC 2014 sample"
"1306"	"say"	"Spoken BNC 2014 sample"
"1307"	"think"	"Spoken BNC 2014 sample"
"1308"	"put up"	"Spoken BNC 2014 sample"
"1309"	"say"	"Spoken BNC 2014 sample"
"1310"	"write"	"Spoken BNC 2014 sample"
"1311"	"fly"	"Spoken BNC 2014 sample"
"1312"	"be"	"Spoken BNC 2014 sample"
"1313"	"be"	"Spoken BNC 2014 sample"
"1314"	"live"	"Spoken BNC 2014 sample"
"1315"	"listen"	"Spoken BNC 2014 sample"
"1316"	"use"	"Spoken BNC 2014 sample"
"1317"	"hold"	"Spoken BNC 2014 sample"
"1318"	"tax"	"Spoken BNC 2014 sample"
"1319"	"have"	"Spoken BNC 2014 sample"
"1320"	"do"	"Spoken BNC 2014 sample"
"1321"	"talk"	"Spoken BNC 2014 sample"
"1322"	"come"	"Spoken BNC 2014 sample"
"1323"	"get"	"Spoken BNC 2014 sample"
"1324"	"moan"	"Spoken BNC 2014 sample"
"1325"	"think"	"Spoken BNC 2014 sample"
"1326"	"go on"	"Spoken BNC 2014 sample"
"1327"	"run"	"Spoken BNC 2014 sample"
"1328"	"try"	"Spoken BNC 2014 sample"
"1329"	"try"	"Spoken BNC 2014 sample"
"1330"	"think"	"Spoken BNC 2014 sample"
"1331"	"make"	"Spoken BNC 2014 sample"
"1332"	"come up"	"Spoken BNC 2014 sample"
"1333"	"drink"	"Spoken BNC 2014 sample"
"1334"	"make"	"Spoken BNC 2014 sample"
"1335"	"leave"	"Spoken BNC 2014 sample"
"1336"	"stay"	"Spoken BNC 2014 sample"
"1337"	"watch"	"Spoken BNC 2014 sample"
"1338"	"go"	"Spoken BNC 2014 sample"
"1339"	"go"	"Spoken BNC 2014 sample"
"1340"	"do"	"Spoken BNC 2014 sample"
"1341"	"come"	"Spoken BNC 2014 sample"
"1342"	"laugh"	"Spoken BNC 2014 sample"
"1343"	"tell"	"Spoken BNC 2014 sample"
"1344"	"get away"	"Spoken BNC 2014 sample"
"1345"	"sell"	"Spoken BNC 2014 sample"
"1346"	"have"	"Spoken BNC 2014 sample"
"1347"	"go"	"Spoken BNC 2014 sample"
"1348"	"suggest"	"Spoken BNC 2014 sample"
"1349"	"wait"	"Spoken BNC 2014 sample"
"1350"	"come out"	"Spoken BNC 2014 sample"
"1351"	"go"	"Spoken BNC 2014 sample"
"1352"	"put"	"Spoken BNC 2014 sample"
"1353"	"record"	"Spoken BNC 2014 sample"
"1354"	"get"	"Spoken BNC 2014 sample"
"1355"	"play"	"Spoken BNC 2014 sample"
"1356"	"look"	"Spoken BNC 2014 sample"
"1357"	"attack"	"Spoken BNC 2014 sample"
"1358"	"try"	"Spoken BNC 2014 sample"
"1359"	"call"	"Spoken BNC 2014 sample"
"1360"	"keep"	"Spoken BNC 2014 sample"
"1361"	"puncture"	"Spoken BNC 2014 sample"
"1362"	"think"	"Spoken BNC 2014 sample"
"1363"	"take"	"Spoken BNC 2014 sample"
"1364"	"call"	"Spoken BNC 2014 sample"
"1365"	"make"	"Spoken BNC 2014 sample"
"1366"	"rev"	"Spoken BNC 2014 sample"
"1367"	"concentrate"	"Spoken BNC 2014 sample"
"1368"	"save"	"Spoken BNC 2014 sample"
"1369"	"do"	"Spoken BNC 2014 sample"
"1370"	"try"	"Spoken BNC 2014 sample"
"1371"	"action"	"Spoken BNC 2014 sample"
"1372"	"send"	"Spoken BNC 2014 sample"
"1373"	"have"	"Spoken BNC 2014 sample"
"1374"	"do"	"Spoken BNC 2014 sample"
"1375"	"go"	"Spoken BNC 2014 sample"
"1376"	"go over"	"Spoken BNC 2014 sample"
"1377"	"do"	"Spoken BNC 2014 sample"
"1378"	"think"	"Spoken BNC 2014 sample"
"1379"	"sniff"	"Spoken BNC 2014 sample"
"1380"	"describe"	"Spoken BNC 2014 sample"
"1381"	"do"	"Spoken BNC 2014 sample"
"1382"	"type"	"Spoken BNC 2014 sample"
"1383"	"complain"	"Spoken BNC 2014 sample"
"1384"	"fall"	"Spoken BNC 2014 sample"
"1385"	"try"	"Spoken BNC 2014 sample"
"1386"	"tell"	"Spoken BNC 2014 sample"
"1387"	"reflect"	"Spoken BNC 2014 sample"
"1388"	"go down"	"Spoken BNC 2014 sample"
"1389"	"use"	"Spoken BNC 2014 sample"
"1390"	"start"	"Spoken BNC 2014 sample"
"1391"	"tell"	"Spoken BNC 2014 sample"
"1392"	"stay"	"Spoken BNC 2014 sample"
"1393"	"follow"	"Spoken BNC 2014 sample"
"1394"	"be"	"Spoken BNC 2014 sample"
"1395"	"follow"	"Spoken BNC 2014 sample"
"1396"	"think"	"Spoken BNC 2014 sample"
"1397"	"go"	"Spoken BNC 2014 sample"
"1398"	"push"	"Spoken BNC 2014 sample"
"1399"	"apply"	"Spoken BNC 2014 sample"
"1400"	"take"	"Spoken BNC 2014 sample"
"1401"	"sleep"	"Spoken BNC 2014 sample"
"1402"	"have"	"Spoken BNC 2014 sample"
"1403"	"have"	"Spoken BNC 2014 sample"
"1404"	"move"	"Spoken BNC 2014 sample"
"1405"	"go down"	"Spoken BNC 2014 sample"
"1406"	"have"	"Spoken BNC 2014 sample"
"1407"	"learn"	"Spoken BNC 2014 sample"
"1408"	"sit"	"Spoken BNC 2014 sample"
"1409"	"smirk"	"Spoken BNC 2014 sample"
"1410"	"listen"	"Spoken BNC 2014 sample"
"1411"	"press"	"Spoken BNC 2014 sample"
"1412"	"find"	"Spoken BNC 2014 sample"
"1413"	"try"	"Spoken BNC 2014 sample"
"1414"	"wear"	"Spoken BNC 2014 sample"
"1415"	"say"	"Spoken BNC 2014 sample"
"1416"	"come"	"Spoken BNC 2014 sample"
"1417"	"have"	"Spoken BNC 2014 sample"
"1418"	"bottle"	"Spoken BNC 2014 sample"
"1419"	"say"	"Spoken BNC 2014 sample"
"1420"	"get"	"Spoken BNC 2014 sample"
"1421"	"research"	"Spoken BNC 2014 sample"
"1422"	"watch"	"Spoken BNC 2014 sample"
"1423"	"tick"	"Spoken BNC 2014 sample"
"1424"	"wake up"	"Spoken BNC 2014 sample"
"1425"	"drink"	"Spoken BNC 2014 sample"
"1426"	"mention"	"Spoken BNC 2014 sample"
"1427"	"say"	"Spoken BNC 2014 sample"
"1428"	"wait"	"Spoken BNC 2014 sample"
"1429"	"stay"	"Spoken BNC 2014 sample"
"1430"	"produce"	"Spoken BNC 2014 sample"
"1431"	"take over"	"Spoken BNC 2014 sample"
"1432"	"say"	"Spoken BNC 2014 sample"
"1433"	"work"	"Spoken BNC 2014 sample"
"1434"	"try"	"Spoken BNC 2014 sample"
"1435"	"go"	"Spoken BNC 2014 sample"
"1436"	"record"	"Spoken BNC 2014 sample"
"1437"	"get"	"Spoken BNC 2014 sample"
"1438"	"use"	"Spoken BNC 2014 sample"
"1439"	"have"	"Spoken BNC 2014 sample"
"1440"	"keep"	"Spoken BNC 2014 sample"
"1441"	"go off"	"Spoken BNC 2014 sample"
"1442"	"do"	"Spoken BNC 2014 sample"
"1443"	"do"	"Spoken BNC 2014 sample"
"1444"	"do"	"Spoken BNC 2014 sample"
"1445"	"go"	"Spoken BNC 2014 sample"
"1446"	"try"	"Spoken BNC 2014 sample"
"1447"	"feel"	"Spoken BNC 2014 sample"
"1448"	"say"	"Spoken BNC 2014 sample"
"1449"	"try"	"Spoken BNC 2014 sample"
"1450"	"read"	"Spoken BNC 2014 sample"
"1451"	"come out"	"Spoken BNC 2014 sample"
"1452"	"rise"	"Spoken BNC 2014 sample"
"1453"	"look"	"Spoken BNC 2014 sample"
"1454"	"do"	"Spoken BNC 2014 sample"
"1455"	"talk"	"Spoken BNC 2014 sample"
"1456"	"make"	"Spoken BNC 2014 sample"
"1457"	"argue"	"Spoken BNC 2014 sample"
"1458"	"go for"	"Spoken BNC 2014 sample"
"1459"	"think"	"Spoken BNC 2014 sample"
"1460"	"head"	"Spoken BNC 2014 sample"
"1461"	"hog"	"Spoken BNC 2014 sample"
"1462"	"do"	"Spoken BNC 2014 sample"
"1463"	"say"	"Spoken BNC 2014 sample"
"1464"	"think"	"Spoken BNC 2014 sample"
"1465"	"think"	"Spoken BNC 2014 sample"
"1466"	"say"	"Spoken BNC 2014 sample"
"1467"	"deliver"	"Spoken BNC 2014 sample"
"1468"	"chip in"	"Spoken BNC 2014 sample"
"1469"	"become"	"Spoken BNC 2014 sample"
"1470"	"get"	"Spoken BNC 2014 sample"
"1471"	"go off"	"Spoken BNC 2014 sample"
"1472"	"get"	"Spoken BNC 2014 sample"
"1473"	"try"	"Spoken BNC 2014 sample"
"1474"	"think"	"Spoken BNC 2014 sample"
"1475"	"function"	"Spoken BNC 2014 sample"
"1476"	"keep"	"Spoken BNC 2014 sample"
"1477"	"talk"	"Spoken BNC 2014 sample"
"1478"	"do"	"Spoken BNC 2014 sample"
"1479"	"do"	"Spoken BNC 2014 sample"
"1480"	"shoot"	"Spoken BNC 2014 sample"
"1481"	"read"	"Spoken BNC 2014 sample"
"1482"	"go out"	"Spoken BNC 2014 sample"
"1483"	"get"	"Spoken BNC 2014 sample"
"1484"	"think"	"Spoken BNC 2014 sample"
"1485"	"get"	"Spoken BNC 2014 sample"
"1486"	"have"	"Spoken BNC 2014 sample"
"1487"	"turn into"	"Spoken BNC 2014 sample"
"1488"	"come"	"Spoken BNC 2014 sample"
"1489"	"travel"	"Spoken BNC 2014 sample"
"1490"	"do"	"Spoken BNC 2014 sample"
"1491"	"check"	"Spoken BNC 2014 sample"
"1492"	"live"	"Spoken BNC 2014 sample"
"1493"	"go"	"Spoken BNC 2014 sample"
"1494"	"kid"	"Spoken BNC 2014 sample"
"1495"	"do"	"Spoken BNC 2014 sample"
"1496"	"have"	"Spoken BNC 2014 sample"
"1497"	"get"	"Spoken BNC 2014 sample"
"1498"	"look forward"	"Spoken BNC 2014 sample"
"1499"	"go"	"Spoken BNC 2014 sample"
"1500"	"study"	"Spoken BNC 2014 sample"
"1501"	"go off"	"Spoken BNC 2014 sample"
"1502"	"buy"	"Spoken BNC 2014 sample"
"1503"	"play"	"Spoken BNC 2014 sample"
"1504"	"rip off"	"Spoken BNC 2014 sample"
"1505"	"do"	"Spoken BNC 2014 sample"
"1506"	"get"	"Spoken BNC 2014 sample"
"1507"	"watch"	"Spoken BNC 2014 sample"
"1508"	"grow"	"Spoken BNC 2014 sample"
"1509"	"freeze"	"Spoken BNC 2014 sample"
"1510"	"explain"	"Spoken BNC 2014 sample"
"1511"	"stay"	"Spoken BNC 2014 sample"
"1512"	"think"	"Spoken BNC 2014 sample"
"1513"	"grab"	"Spoken BNC 2014 sample"
"1514"	"proclaim"	"Spoken BNC 2014 sample"
"1515"	"do"	"Spoken BNC 2014 sample"
"1516"	"do"	"Spoken BNC 2014 sample"
"1517"	"do"	"Spoken BNC 2014 sample"
"1518"	"do"	"Spoken BNC 2014 sample"
"1519"	"talk"	"Spoken BNC 2014 sample"
"1520"	"talk"	"Spoken BNC 2014 sample"
"1521"	"go"	"Spoken BNC 2014 sample"
"1522"	"be"	"Spoken BNC 2014 sample"
"1523"	"make"	"Spoken BNC 2014 sample"
"1524"	"do"	"Spoken BNC 2014 sample"
"1525"	"go"	"Spoken BNC 2014 sample"
"1526"	"teach"	"Spoken BNC 2014 sample"
"1527"	"think"	"Spoken BNC 2014 sample"
"1528"	"clarify"	"Spoken BNC 2014 sample"
"1529"	"talk"	"Spoken BNC 2014 sample"
"1530"	"get"	"Spoken BNC 2014 sample"
"1531"	"try"	"Spoken BNC 2014 sample"
"1532"	"do"	"Spoken BNC 2014 sample"
"1533"	"say"	"Spoken BNC 2014 sample"
"1534"	"wait"	"Spoken BNC 2014 sample"
"1535"	"cut down"	"Spoken BNC 2014 sample"
"1536"	"go"	"Spoken BNC 2014 sample"
"1537"	"go on"	"Spoken BNC 2014 sample"
"1538"	"go"	"Spoken BNC 2014 sample"
"1539"	"sell"	"Spoken BNC 2014 sample"
"1540"	"talk"	"Spoken BNC 2014 sample"
"1541"	"sweat"	"Spoken BNC 2014 sample"
"1542"	"happen"	"Spoken BNC 2014 sample"
"1543"	"pay"	"Spoken BNC 2014 sample"
"1544"	"overflow"	"Spoken BNC 2014 sample"
"1545"	"have"	"Spoken BNC 2014 sample"
"1546"	"use"	"Spoken BNC 2014 sample"
"1547"	"do"	"Spoken BNC 2014 sample"
"1548"	"say"	"Spoken BNC 2014 sample"
"1549"	"blame"	"Spoken BNC 2014 sample"
"1550"	"wait"	"Spoken BNC 2014 sample"
"1551"	"do"	"Spoken BNC 2014 sample"
"1552"	"tell"	"Spoken BNC 2014 sample"
"1553"	"look for"	"Spoken BNC 2014 sample"
"1554"	"talk"	"Spoken BNC 2014 sample"
"1555"	"take"	"Spoken BNC 2014 sample"
"1556"	"run"	"Spoken BNC 2014 sample"
"1557"	"record"	"Spoken BNC 2014 sample"
"1558"	"get"	"Spoken BNC 2014 sample"
"1559"	"tell"	"Spoken BNC 2014 sample"
"1560"	"wash up"	"Spoken BNC 2014 sample"
"1561"	"hold"	"Spoken BNC 2014 sample"
"1562"	"talk"	"Spoken BNC 2014 sample"
"1563"	"sit"	"Spoken BNC 2014 sample"
"1564"	"talk"	"Spoken BNC 2014 sample"
"1565"	"go"	"Spoken BNC 2014 sample"
"1566"	"get"	"Spoken BNC 2014 sample"
"1567"	"walk"	"Spoken BNC 2014 sample"
"1568"	"take"	"Spoken BNC 2014 sample"
"1569"	"freeze"	"Spoken BNC 2014 sample"
"1570"	"do"	"Spoken BNC 2014 sample"
"1571"	"fly"	"Spoken BNC 2014 sample"
"1572"	"say"	"Spoken BNC 2014 sample"
"1573"	"stay"	"Spoken BNC 2014 sample"
"1574"	"say"	"Spoken BNC 2014 sample"
"1575"	"say"	"Spoken BNC 2014 sample"
"1576"	"read"	"Spoken BNC 2014 sample"
"1577"	"look"	"Spoken BNC 2014 sample"
"1578"	"pick up"	"Spoken BNC 2014 sample"
"1579"	"camp"	"Spoken BNC 2014 sample"
"1580"	"leave"	"Spoken BNC 2014 sample"
"1581"	"get"	"Spoken BNC 2014 sample"
"1582"	"say"	"Spoken BNC 2014 sample"
"1583"	"try"	"Spoken BNC 2014 sample"
"1584"	"talk"	"Spoken BNC 2014 sample"
"1585"	"do"	"Spoken BNC 2014 sample"
"1586"	"say"	"Spoken BNC 2014 sample"
"1587"	"rip off"	"Spoken BNC 2014 sample"
"1588"	"come"	"Spoken BNC 2014 sample"
"1589"	"do"	"Spoken BNC 2014 sample"
"1590"	"come down"	"Spoken BNC 2014 sample"
"1591"	"get"	"Spoken BNC 2014 sample"
"1592"	"hope"	"Spoken BNC 2014 sample"
"1593"	"do"	"Spoken BNC 2014 sample"
"1594"	"go"	"Spoken BNC 2014 sample"
"1595"	"enjoy"	"Spoken BNC 2014 sample"
"1596"	"do"	"Spoken BNC 2014 sample"
"1597"	"think"	"Spoken BNC 2014 sample"
"1598"	"think"	"Spoken BNC 2014 sample"
"1599"	"pour"	"Spoken BNC 2014 sample"
"1600"	"work"	"Spoken BNC 2014 sample"
"1601"	"record"	"Spoken BNC 2014 sample"
"1602"	"go on"	"Spoken BNC 2014 sample"
"1603"	"think"	"Spoken BNC 2014 sample"
"1604"	"say"	"Spoken BNC 2014 sample"
"1605"	"see"	"Spoken BNC 2014 sample"
"1606"	"go"	"Spoken BNC 2014 sample"
"1607"	"try"	"Spoken BNC 2014 sample"
"1608"	"try"	"Spoken BNC 2014 sample"
"1609"	"keep"	"Spoken BNC 2014 sample"
"1610"	"go"	"Spoken BNC 2014 sample"
"1611"	"think"	"Spoken BNC 2014 sample"
"1612"	"go"	"Spoken BNC 2014 sample"
"1613"	"do"	"Spoken BNC 2014 sample"
"1614"	"talk"	"Spoken BNC 2014 sample"
"1615"	"go"	"Spoken BNC 2014 sample"
"1616"	"wait"	"Spoken BNC 2014 sample"
"1617"	"do"	"Spoken BNC 2014 sample"
"1618"	"do"	"Spoken BNC 2014 sample"
"1619"	"do"	"Spoken BNC 2014 sample"
"1620"	"exaggerate"	"Spoken BNC 2014 sample"
"1621"	"discuss"	"Spoken BNC 2014 sample"
"1622"	"try"	"Spoken BNC 2014 sample"
"1623"	"shower"	"Spoken BNC 2014 sample"
"1624"	"try"	"Spoken BNC 2014 sample"
"1625"	"ruin"	"Spoken BNC 2014 sample"
"1626"	"take"	"Spoken BNC 2014 sample"
"1627"	"take"	"Spoken BNC 2014 sample"
"1628"	"do"	"Spoken BNC 2014 sample"
"1629"	"lie"	"Spoken BNC 2014 sample"
"1630"	"go"	"Spoken BNC 2014 sample"
"1631"	"consider"	"Spoken BNC 2014 sample"
"1632"	"make up"	"Spoken BNC 2014 sample"
"1633"	"do"	"Spoken BNC 2014 sample"
"1634"	"pretend"	"Spoken BNC 2014 sample"
"1635"	"fall asleep"	"Spoken BNC 2014 sample"
"1636"	"start"	"Spoken BNC 2014 sample"
"1637"	"work"	"Spoken BNC 2014 sample"
"1638"	"tell"	"Spoken BNC 2014 sample"
"1639"	"talk"	"Spoken BNC 2014 sample"
"1640"	"work"	"Spoken BNC 2014 sample"
"1641"	"start"	"Spoken BNC 2014 sample"
"1642"	"watch"	"Spoken BNC 2014 sample"
"1643"	"pay"	"Spoken BNC 2014 sample"
"1644"	"want"	"Spoken BNC 2014 sample"
"1645"	"try"	"Spoken BNC 2014 sample"
"1646"	"point"	"Spoken BNC 2014 sample"
"1647"	"dig"	"Spoken BNC 2014 sample"
"1648"	"write"	"Spoken BNC 2014 sample"
"1649"	"think"	"Spoken BNC 2014 sample"
"1650"	"drive"	"Spoken BNC 2014 sample"
"1651"	"go"	"Spoken BNC 2014 sample"
"1652"	"push through"	"Spoken BNC 2014 sample"
"1653"	"do"	"Spoken BNC 2014 sample"
"1654"	"blow"	"Spoken BNC 2014 sample"
"1655"	"get"	"Spoken BNC 2014 sample"
"1656"	"talk"	"Spoken BNC 2014 sample"
"1657"	"do"	"Spoken BNC 2014 sample"
"1658"	"visualise"	"Spoken BNC 2014 sample"
"1659"	"do"	"Spoken BNC 2014 sample"
"1660"	"wheel"	"Spoken BNC 2014 sample"
"1661"	"do"	"Spoken BNC 2014 sample"
"1662"	"do"	"Spoken BNC 2014 sample"
"1663"	"pay"	"Spoken BNC 2014 sample"
"1664"	"look"	"Spoken BNC 2014 sample"
"1665"	"milk"	"Spoken BNC 2014 sample"
"1666"	"do"	"Spoken BNC 2014 sample"
"1667"	"answer"	"Spoken BNC 2014 sample"
"1668"	"get"	"Spoken BNC 2014 sample"
"1669"	"rain"	"Spoken BNC 2014 sample"
"1670"	"talk"	"Spoken BNC 2014 sample"
"1671"	"say"	"Spoken BNC 2014 sample"
"1672"	"do"	"Spoken BNC 2014 sample"
"1673"	"sit"	"Spoken BNC 2014 sample"
"1674"	"give"	"Spoken BNC 2014 sample"
"1675"	"eat"	"Spoken BNC 2014 sample"
"1676"	"type"	"Spoken BNC 2014 sample"
"1677"	"start"	"Spoken BNC 2014 sample"
"1678"	"say"	"Spoken BNC 2014 sample"
"1679"	"sabotage"	"Spoken BNC 2014 sample"
"1680"	"say"	"Spoken BNC 2014 sample"
"1681"	"have"	"Spoken BNC 2014 sample"
"1682"	"say"	"Spoken BNC 2014 sample"
"1683"	"wait"	"Spoken BNC 2014 sample"
"1684"	"go"	"Spoken BNC 2014 sample"
"1685"	"cut"	"Spoken BNC 2014 sample"
"1686"	"go through"	"Spoken BNC 2014 sample"
"1687"	"do"	"Spoken BNC 2014 sample"
"1688"	"get on"	"Spoken BNC 2014 sample"
"1689"	"give off"	"Spoken BNC 2014 sample"
"1690"	"move in"	"Spoken BNC 2014 sample"
"1691"	"cry"	"Spoken BNC 2014 sample"
"1692"	"have"	"Spoken BNC 2014 sample"
"1693"	"clap"	"Spoken BNC 2014 sample"
"1694"	"get"	"Spoken BNC 2014 sample"
"1695"	"talk"	"Spoken BNC 2014 sample"
"1696"	"go"	"Spoken BNC 2014 sample"
"1697"	"pick up"	"Spoken BNC 2014 sample"
"1698"	"pour"	"Spoken BNC 2014 sample"
"1699"	"encourage"	"Spoken BNC 2014 sample"
"1700"	"hope"	"Spoken BNC 2014 sample"
"1701"	"work"	"Spoken BNC 2014 sample"
"1702"	"sing"	"Spoken BNC 2014 sample"
"1703"	"go"	"Spoken BNC 2014 sample"
"1704"	"look"	"Spoken BNC 2014 sample"
"1705"	"be"	"Spoken BNC 2014 sample"
"1706"	"be"	"Spoken BNC 2014 sample"
"1707"	"add"	"Spoken BNC 2014 sample"
"1708"	"try"	"Spoken BNC 2014 sample"
"1709"	"look for"	"Spoken BNC 2014 sample"
"1710"	"go on"	"Spoken BNC 2014 sample"
"1711"	"rain"	"Spoken BNC 2014 sample"
"1712"	"play"	"Spoken BNC 2014 sample"
"1713"	"apply"	"Spoken BNC 2014 sample"
"1714"	"try"	"Spoken BNC 2014 sample"
"1715"	"live"	"Spoken BNC 2014 sample"
"1716"	"learn"	"Spoken BNC 2014 sample"
"1717"	"sit"	"Spoken BNC 2014 sample"
"1718"	"get"	"Spoken BNC 2014 sample"
"1719"	"play"	"Spoken BNC 2014 sample"
"1720"	"get"	"Spoken BNC 2014 sample"
"1721"	"try"	"Spoken BNC 2014 sample"
"1722"	"think"	"Spoken BNC 2014 sample"
"1723"	"say"	"Spoken BNC 2014 sample"
"1724"	"try"	"Spoken BNC 2014 sample"
"1725"	"sit"	"Spoken BNC 2014 sample"
"1726"	"have"	"Spoken BNC 2014 sample"
"1727"	"say"	"Spoken BNC 2014 sample"
"1728"	"put"	"Spoken BNC 2014 sample"
"1729"	"watch"	"Spoken BNC 2014 sample"
"1730"	"go"	"Spoken BNC 2014 sample"
"1731"	"do"	"Spoken BNC 2014 sample"
"1732"	"be"	"Spoken BNC 2014 sample"
"1733"	"check"	"Spoken BNC 2014 sample"
"1734"	"talk"	"Spoken BNC 2014 sample"
"1735"	"sit"	"Spoken BNC 2014 sample"
"1736"	"complain"	"Spoken BNC 2014 sample"
"1737"	"say"	"Spoken BNC 2014 sample"
"1738"	"show"	"Spoken BNC 2014 sample"
"1739"	"fly"	"Spoken BNC 2014 sample"
"1740"	"compete"	"Spoken BNC 2014 sample"
"1741"	"laugh"	"Spoken BNC 2014 sample"
"1742"	"get"	"Spoken BNC 2014 sample"
"1743"	"look"	"Spoken BNC 2014 sample"
"1744"	"start up"	"Spoken BNC 2014 sample"
"1745"	"go on"	"Spoken BNC 2014 sample"
"1746"	"rely on"	"Spoken BNC 2014 sample"
"1747"	"say"	"Spoken BNC 2014 sample"
"1748"	"huff"	"Spoken BNC 2014 sample"
"1749"	"make"	"Spoken BNC 2014 sample"
"1750"	"talk"	"Spoken BNC 2014 sample"
"1751"	"wait"	"Spoken BNC 2014 sample"
"1752"	"shout"	"Spoken BNC 2014 sample"
"1753"	"write down"	"Spoken BNC 2014 sample"
"1754"	"play"	"Spoken BNC 2014 sample"
"1755"	"use"	"Spoken BNC 2014 sample"
"1756"	"think"	"Spoken BNC 2014 sample"
"1757"	"fire"	"Spoken BNC 2014 sample"
"1758"	"stay"	"Spoken BNC 2014 sample"
"1759"	"work"	"Spoken BNC 2014 sample"
"1760"	"do"	"Spoken BNC 2014 sample"
"1761"	"watch"	"Spoken BNC 2014 sample"
"1762"	"think"	"Spoken BNC 2014 sample"
"1763"	"tell"	"Spoken BNC 2014 sample"
"1764"	"maximise"	"Spoken BNC 2014 sample"
"1765"	"leave"	"Spoken BNC 2014 sample"
"1766"	"go"	"Spoken BNC 2014 sample"
"1767"	"throw up"	"Spoken BNC 2014 sample"
"1768"	"consider"	"Spoken BNC 2014 sample"
"1769"	"give up"	"Spoken BNC 2014 sample"
"1770"	"make"	"Spoken BNC 2014 sample"
"1771"	"do"	"Spoken BNC 2014 sample"
"1772"	"talk"	"Spoken BNC 2014 sample"
"1773"	"have"	"Spoken BNC 2014 sample"
"1774"	"get"	"Spoken BNC 2014 sample"
"1775"	"have"	"Spoken BNC 2014 sample"
"1776"	"watch"	"Spoken BNC 2014 sample"
