Register	Level	Textbook	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
spoken	B	New Green Line		is saying		say			present	A		present	yes	no		Continuous? 	T
spoken	B	New Green Line		're learning		learn	c		present	A		future	yes	no			T
spoken	B	New Green Line		is standing		stand			present	A		present	yes	no			T
spoken	B	New Green Line		was looking		look			past	A		past	yes	no			T
spoken	B	New Green Line		was tired of dancing		dance			NOT progressive	A		past	yes	no			T
spoken	B	New Green Line		're learning		learn	c		present	A		general	yes	no			T
spoken	B	New Green Line		are you laughing		laugh			present	A	q	present	yes	no			T
spoken	B	New Green Line		are you talking		talk			present	A	q	present	yes	no			T
spoken	B	New Green Line		're having		have	c		present	A		present	yes	no		picture description	T
spoken	B	New Green Line		'm wearing		wear	c		present	A		present	yes	no		picture description	T
spoken	B	New Green Line		're all wearing		wear	c		present	A		present	yes	no		picture description	T
spoken	B	New Green Line		're all laughing		laugh	c		present	A		present	yes	no		picture description	T
spoken	B	New Green Line		is taking		take			present	A		present	no	no		picture description	T
spoken	B	New Green Line		's smiling		smile	c		present	A		present	yes	no		picture description	T
spoken	B	New Green Line		's happening		happen	c		present	A		present	yes	no		General validity or present reference?	T
spoken	B	New Green Line		's wearing		wear	c		present	A		present	yes	no			T
spoken	B	New Green Line		's coming		come	c		present	A		present	yes	no			T
spoken	B	New Green Line		'm still waiting		wait	c		present	A		past/present	yes	no			T
spoken	B	New Green Line		're having		have	c		present	A		present	yes	no	other interesting function		T
spoken	B	New Green Line		is talking		talk			present	A		general	yes	yes			T
spoken	B	New Green Line		's moving		move	c		present	A		present	yes	no			T
spoken	B	New Green Line		are you feeling		feel			present	A	q	present	yes	no			T
spoken	B	New Green Line		is your head playing		play			present	A	q	present	yes	unclear			T
spoken	B	New Green Line		were throwing		throw			past	A		past	no	no			T
spoken	B	New Green Line		's wearing		wear	c		present	A		present	yes	no			T
spoken	B	New Green Line		were looking		look			past	A		past	yes	no			T
spoken	B	New Green Line		Are you looking		look forward			present	A	q	present	yes	no			T
spoken	B	New Green Line		's gonna		NA	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		was reading		read			past	A		past	yes	no			T
spoken	B	New Green Line		'm wearing		wear	c		present	A	q	present	yes	no			T
spoken	B	New Green Line		were talking		talk			past	A		past	yes	no			T
spoken	B	New Green Line		are you listening		listen			present	A	q	present	yes	no			T
spoken	B	New Green Line		is still going		go on			present	A		present	yes	no	framing		T
spoken	B	New Green Line		are you doing		do			present	A	q	future	yes	no			T
spoken	B	New Green Line		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		're getting		get	c		present	A		general	yes	no			T
spoken	B	New Green Line		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		are you going		go			GOING TO	A		present	yes	no			T
spoken	B	New Green Line		was walking		walk			past	A		past	yes	no	framing		T
spoken	B	New Green Line		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		is doing		do			present	A		present	yes	no			T
spoken	B	New Green Line		is doing		do			present	A		present	yes	no			T
spoken	B	New Green Line		were you doing		do			past	A	q	past	yes	no	framing		T
spoken	B	New Green Line		were just walking		walk			past	A		past	yes	no	framing		T
spoken	B	New Green Line		're happy everything is going		everything	c		NOT progressive	A		present	yes	no			T
spoken	B	New Green Line		is now closed for hiking		hike			NOT progressive	A		present	yes	no			T
spoken	B	New Green Line		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		are you just visiting		visit			present	A	q	present	yes	no			T
spoken	B	New Green Line		'm trying		try	c		present	A		present	yes	no			T
spoken	B	New Green Line		'm listening		listen	c		present	A		present	yes	no			T
spoken	B	New Green Line		are you going		go			GOING TO	A		present	yes	no			T
spoken	B	New Green Line		's happening		happen	c		present	A		present	yes	no			T
spoken	B	New Green Line		'm playing		play	c		present	A		general	yes	yes			T
spoken	B	New Green Line		were looking		look			past	A		past	yes	no			T
spoken	B	New Green Line		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		're looking		look	c		present	A		present	yes	no			T
spoken	B	New Green Line		is going		go			GOING TO	A		present	yes	no			T
spoken	B	New Green Line		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		's great for hiking		hike	c		NOT progressive	A		present	yes	no			T
spoken	B	New Green Line		are you being		be			present	A	q	present	yes	no	emphasis/shock		T
spoken	B	New Green Line		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	New Green Line		are you flying		fly			present	A	q	present	yes	no		Or present reference? But he's not in the air yet...	T
spoken	B	New Green Line		is going		go			GOING TO	A		present	yes	no			T
spoken	B	New Green Line		are leaving		leave			present	A		present	no	no			T
spoken	B	New Green Line		is waiting		wait			present	A		present	yes	no			T
spoken	B	New Green Line		is waiting		wait			present	A		present	yes	no			T
spoken	B	Achievers		Are you watching		watch			present	A	q	present	yes	no			T
spoken	B	Achievers		Are you swimming		swim			present	A	q	present	yes	no			T
spoken	B	Achievers		Are you playing		play			present	A	q	present	yes	no			T
spoken	B	Achievers		'm starving		starve	c		present	A		present	yes	no	emphasis/shock		T
spoken	B	Achievers		are eating		eat			present	A	q	present	yes	no			T
spoken	B	Achievers		's staying		stay	c		present	A		present	yes	no			T
spoken	B	Achievers		Were you studying		study			past	A	q	past	yes	no			T
spoken	B	Achievers		is treating		treat			present	A		present	yes	no			T
spoken	B	Achievers		are you doing		do			present	A	q	future	yes	no			T
spoken	B	Achievers		's lifting		lift	c		present	A		present	no	no			T
spoken	B	Achievers		's like being		be	c		NOT progressive	A		present	yes	no			T
spoken	B	Achievers		was walking		walk			past	A		past	yes	no	framing		T
spoken	B	Achievers		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Achievers		were running		run			past	A	q	past	yes	no			T
spoken	B	Achievers		was he doing		do			past	A	q	past	yes	no			T
spoken	B	Achievers		were the people wearing		wear			past	A	q	past	yes	no			T
spoken	B	Achievers		Were the people carrying		carry			past	A	q	past	yes	no			T
spoken	B	English in Mind		's moving		move	c		present	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		was only joking		joke			past	A		past	no	no			T
spoken	B	English in Mind		are we going		go			GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's going		go	c		present	A		present	yes	yes			T
spoken	B	English in Mind		's your day going		go	c		present	A	q	present	yes	no			T
spoken	B	English in Mind		are planning		plan			present	A		present	yes	no			T
spoken	B	English in Mind		are you going		go			present	A	q	future	no	no			T
spoken	B	English in Mind		are you getting		get			present	A	q	future	no	no			T
spoken	B	English in Mind		're paying		pay	c		present	A		future	no	no			T
spoken	B	English in Mind		'm staying		stay	c		present	A		future	yes	no			T
spoken	B	English in Mind		is going		go			present	A		future	no	no			T
spoken	B	English in Mind		'm not enjoying		enjoy	c	n	present	A		present	yes	no			T
spoken	B	English in Mind		's raining		rain	c		present	A		present	yes	no			T
spoken	B	English in Mind		were having		have			past	A		past	yes	no			T
spoken	B	English in Mind		are having		have			present	A		present	yes	no			T
spoken	B	English in Mind		'm telling		tell	c		present	A		future	no	no			T
spoken	B	English in Mind		're having		have	c		present	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm working		work	c		present	A		present	yes	no			T
spoken	B	English in Mind		aren't going		go	c	n	GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm thinking		think	c		present	A	q	present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm taking		take	c		present	A		future	no	no			T
spoken	B	English in Mind		's joking		joke	c		present	A		present	no	no			T
spoken	B	English in Mind		are you going		go			GOING TO	A	q	present	yes	no			T
spoken	B	English in Mind		are you going		go			GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm having		have	c		present	A		future	no	no			T
spoken	B	English in Mind		been ta		NA			NOT progressive	A		perfect	yes	no			T
spoken	B	English in Mind		'm good at swimming		swim	c		NOT progressive	A		present	yes	no			T
spoken	B	English in Mind		'm talking		talk	c		present	A		present	yes	no			T
spoken	B	English in Mind		're living		live	c		present	A	q	unclear	yes	no		Could be past, present and future reference at once	T
spoken	B	English in Mind		'm working		work	c		present	A		present	yes	no			T
spoken	B	English in Mind		are you doing		do			present	A	q	present	yes	no			T
spoken	B	English in Mind		'm doing		do	c		present	A		present	yes	no			T
spoken	B	English in Mind		'm testing		test	c		present	A		present	yes	no			T
spoken	B	English in Mind		'm staying		stay	c		present	A		present	yes	no			T
spoken	B	English in Mind		'm not working		work	c	n	present	A		general	yes	no			T
spoken	B	English in Mind		we’re doing		do			present	A		present	yes	no			T
spoken	B	English in Mind		'm having		have	c		present	A		present	yes	no			T
spoken	B	English in Mind		'm learning		learn	c		present	A		present	yes	no			T
spoken	B	English in Mind		be saw people cutting		cut			NOT progressive	A		modal/infinitive	yes	no			T
spoken	B	English in Mind		were saying		say			past	A		past	no	no			T
spoken	B	English in Mind		was going		go			past	A		past	yes	no			T
spoken	B	English in Mind		were sitting		sit			past	A		past	yes	no			T
spoken	B	English in Mind		were sitting		sit			past	A		past	yes	no	framing		T
spoken	B	English in Mind		were all flying		fly			past	A		past	yes	yes			T
spoken	B	English in Mind		was listening		listen			past	A		past	yes	no			T
spoken	B	English in Mind		're learning		learn	c		present	A		general	yes	no			T
spoken	B	English in Mind		'm going		go	c		present	A		general	yes	yes			T
spoken	B	English in Mind		's about making		make	c		NOT progressive	A		present	no	yes			T
spoken	B	English in Mind		'm speaking		speak	c		present	A		general	yes	yes			T
spoken	B	English in Mind		'm speaking or writing		write	c		present	A		general	yes	yes			T
spoken	B	English in Mind		are you doing		do			present	A	q	present	yes	no			T
spoken	B	English in Mind		'm looking		look	c		present	A		present	yes	no			T
spoken	B	English in Mind		are you going		go			present	A	q	future	no	no			T
spoken	B	English in Mind		We’re going		go			present	A		future	yes	no			T
spoken	B	English in Mind		are you getting		get			present	A	q	future	no	no			T
spoken	B	English in Mind		're travelling		travel	c		present	A		future	yes	no			T
spoken	B	English in Mind		Are you only staying		stay			present	A	q	future	yes	no			T
spoken	B	English in Mind		're going		go	c		present	A		future	yes	no			T
spoken	B	English in Mind		're staying		stay	c		present	A		future	yes	no			T
spoken	B	English in Mind		're flying		fly	c		present	A		future	no	no			T
spoken	B	English in Mind		Are all your family going		go			present	A	q	future	no	no			T
spoken	B	English in Mind		's seeing		see	c		present	A		future	no	no			T
spoken	B	English in Mind		we’re still looking		look			present	A		present	yes	no			T
spoken	B	English in Mind		's getting		get	c		present	A		present	yes	no			T
spoken	B	English in Mind		was nice knowing		know			NOT progressive	A		past	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		are you going		go			GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm never going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		was going		go			GOING TO	A		past	yes	no			T
spoken	B	English in Mind		's going		go on	c		present	A	q	present	yes	no			T
spoken	B	English in Mind		'm reading		read	c		present	A		present	yes	no			T
spoken	B	English in Mind		're talking		talk	c		present	A		general	yes	yes			T
spoken	B	English in Mind		'm going		go	c		present	A		future	unclear	no			T
spoken	B	English in Mind		's doing		do	c		present	A		present	yes	yes			T
spoken	B	English in Mind		're trying		try	c		present	A	q	present	yes	no			T
spoken	B	English in Mind		is good at swimming		swim			NOT progressive	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's happening		happen	c		present	A	q	present	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's happening		happen	c		present	A	q	future	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm really going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		'm not looking		look forward	c	n	present	A		present	yes	no			T
spoken	B	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
spoken	B	English in Mind		's being		be	c		present	A		general	yes	yes			T
spoken	B	English in Mind		are you doing		do			present	A	q	present	yes	no			T
spoken	B	English in Mind		'm doing		do	c		present	A		present	yes	no			T
spoken	B	English in Mind		Are you working		work			present	A	q	present	yes	no			T
spoken	B	English in Mind		'm working		work	c		present	A		present	yes	no			T
spoken	B	English in Mind		are you doing		do			present	A	q	present	yes	no			T
spoken	B	English in Mind		'm collecting		collect	c		present	A		present	yes	no			T
spoken	B	English in Mind		're doing		do	c		present	A		general	yes	no			T
spoken	B	English in Mind		are you going		go			present	A	q	future	no	no			T
spoken	B	English in Mind		'm going		go	c		present	A		future	no	no			T
spoken	B	English in Mind		Are you going		go			present	A	q	future	no	no			T
spoken	B	English in Mind		'm going		go	c		present	A		future	no	no			T
spoken	B	English in Mind		're staying		stay	c		present	A	q	future	yes	no			T
spoken	B	English in Mind		are staying		stay			present	A		future	yes	no			T
spoken	B	English in Mind		Are you flying		fly			present	A	q	future	no	no			T
spoken	B	English in Mind		're going		go	c		present	A		future	yes	no			T
spoken	B	English in Mind		'm better at speaking		speak	c		NOT progressive	A		present	yes	no			T
spoken	B	English in Mind		are you doing		do			present	A	q	present	yes	no			T
spoken	B	English in Mind		'm waiting		wait	c		present	A		present	yes	no			T
spoken	B	English in Mind		Are you coming		come			present	A	q	future	no	no			T
spoken	B	English in Mind		Are you coming		come			present	A	q	future	no	no			T
spoken	B	English in Mind		are they going		go			GOING TO	A		present	yes	no			T
spoken	B	English in Mind		are going		go			present	A		future	no	no			T
spoken	B	English in Mind		Is Alisa going		go			GOING TO	A		present	yes	no			T
spoken	B	English in Mind		are going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		are you doing		do			present	A		present	yes	no			T
spoken	B	Solutions		's _____same		NA	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		're joking		joke	c		present	A		present	no	no	emphasis/shock		T
spoken	B	Solutions		's bringing		bring	c		present	A		future	no	no			T
spoken	B	Solutions		are chasing		chase			present	A		present	yes	no			T
spoken	B	Solutions		are you doing		do			present	A	q	present	yes	no			T
spoken	B	Solutions		're doing		do	c		present	A		present	yes	no			T
spoken	B	Solutions		aren't doing		do	c	n	present	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		's a strong wind blowing		blow	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		are using		use			present	A		general	yes	no			T
spoken	B	Solutions		were you doing		do			past	A	q	past	yes	no			T
spoken	B	Solutions		was preparing		prepare			past	A		past	yes	no			T
spoken	B	Solutions		Is anyone sitting		sit			present	A	q	present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		Are you going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		be) rewarding		reward			NOT progressive	A		modal/infinitive	yes	no			T
spoken	B	Solutions		'm more interested in being		be	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		are you going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		Are you enjoying		enjoy			present	A	q	present	yes	no			T
spoken	B	Solutions		been skiing		ski			NOT progressive	A		past/present	no	no			T
spoken	B	Solutions		are you doing		do			present	A	q	present	yes	no			T
spoken	B	Solutions		'm doing		do	c		present	A		present	yes	no			T
spoken	B	Solutions		'm talking		talk	c		present	A		present	yes	no			T
spoken	B	Solutions		are you going		go			present	A	q	present	yes	no			T
spoken	B	Solutions		's going		go	c		present	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		are causing		cause			present	A		general	yes	no			T
spoken	B	Solutions		's so friendly and welcoming		welcome	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		are talking		talk			present	A		present	yes	no			T
spoken	B	Solutions		is becoming		become			present	A	q	present	yes	no			T
spoken	B	Solutions		'm looking		look forward	c		present	A		present	yes	no			T
spoken	B	Solutions		'm talking		talk	c		present	A		present	yes	no			T
spoken	B	Solutions		is so appealing		appeal			NOT progressive	A		present	yes	no			T
spoken	B	Solutions		's feeling		feel	c		present	A		general	yes	yes			T
spoken	B	Solutions		're looking		look	c		present	A		present	yes	no			T
spoken	B	Solutions		Is that for carrying		carry			NOT progressive	A		present	yes	no			T
spoken	B	Solutions		is going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		's really worth trying		try	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		been caused by eating		eat			NOT progressive	A		perfect	yes	no			T
spoken	B	Solutions		be interested in investing		invest			NOT progressive	A		modal/infinitive	yes	no			T
spoken	B	Solutions		is a bit worrying		worry			NOT progressive	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm doing		do	c		present	A		present	yes	no			T
spoken	B	Solutions		were robbing		rob			past	A		past	yes	no	framing		T
spoken	B	Solutions		're both stealing		steal	c		present	A		unclear	unclear	unclear			T
spoken	B	Solutions		aren't taking		take	c	n	present	A		general	no	yes			T
spoken	B	Solutions		aren't upsetting		upset	c	n	present	A		general	no	yes			T
spoken	B	Solutions		're going		go	c		present	A		future	no	no			T
spoken	B	Solutions		are you still looking		look			present	A	q	present	yes	no			T
spoken	B	Solutions		's still looking		look	c		present	A		present	yes	no			T
spoken	B	Solutions		'm looking		look	c		present	A		present	yes	no			T
spoken	B	Solutions		Are you just looking		look			present	A	q	present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		's having		have	c		present	A		present	yes	no			T
spoken	B	Solutions		are you doing		do			present	A	q	present	yes	no			T
spoken	B	Solutions		'm doing		do	c		present	A		present	yes	no			T
spoken	B	Solutions		'm talking		talk	c		present	A		present	yes	no			T
spoken	B	Solutions		was leaving		leave			past	A		past	no	no	framing		T
spoken	B	Solutions		was paying		pay			past	A		past	no	no			T
spoken	B	Solutions		is even better for doing		do			NOT progressive	A		present	yes	no			T
spoken	B	Solutions		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		're going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		're crossing		cross	c		present	A		future	yes	no			T
spoken	B	Solutions		Are you enjoying		enjoy			present	A	q	present	yes	no			T
spoken	B	Solutions		is wearing		wear			present	A		present	yes	no			T
spoken	B	Solutions		's wearing		wear	c		present	A		present	yes	no			T
spoken	B	Solutions		's handing		hand	c		present	A		present	no	no			T
spoken	B	Solutions		's handing		hand	c		present	A		present	no	no			T
spoken	B	Solutions		is wearing		wear			present	A		present	yes	no			T
spoken	B	Solutions		's wearing		wear	c		present	A		present	yes	no			T
spoken	B	Solutions		is wearing		wear			present	A		present	yes	no			T
spoken	B	Solutions		's wearing		wear	c		present	A		present	yes	no			T
spoken	B	Solutions		're meeting		meet	c		present	A		future	no	no			T
spoken	B	Solutions		been skiing		ski			NOT progressive	A		past/present	yes	no			T
spoken	B	Solutions		're going		go	c		present	A		future	unclear	no			T
spoken	B	Solutions		'm really looking		look forward	c		present	A		present	yes	no			T
spoken	B	Solutions		are we going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		be too tiring		tire			NOT progressive	A		modal/infinitive	yes	no			T
spoken	B	Solutions		'm looking		look forward	c		present	A		present	yes	no			T
spoken	B	Solutions		are you reading		read			present	A	q	present	yes	no			T
spoken	B	Solutions		was hard work looking		look			NOT progressive	A		past	yes	no			T
spoken	B	Solutions		were five of us working		work			NOT progressive	A		past	yes	no			T
spoken	B	Solutions		Is anyone sitting		sit			present	A	q	present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		Are you going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		are you going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm more interested in being		be	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		'm not going		go	c	n	GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm not going		go	c	n	GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		is very tiring		tire			NOT progressive	A		present	yes	no			T
spoken	B	Solutions		be very tiring		tire			NOT progressive	A		modal/infinitive	yes	no			T
spoken	B	Solutions		'm not choosing		choose	c	n	present	A		future	no	no			T
spoken	B	Solutions		'm choosing		choose	c		present	A		present	no	no			T
spoken	B	Solutions		'm going		go out	c		present	A		present	yes	no		Continuous? 	T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		were going		go			GOING TO	A		past	yes	no			T
spoken	B	Solutions		was going		go			GOING TO	A		past	yes	no			T
spoken	B	Solutions		are still pouring		pour			present	A		present	yes	no			T
spoken	B	Solutions		are walking		walk			present	A		present	yes	no		picture description	T
spoken	B	Solutions		are walking		walk			present	A		present	yes	no		picture description	T
spoken	B	Solutions		are wearing		wear			present	A		present	yes	no		picture description	T
spoken	B	Solutions		are wearing		wear			present	A		present	yes	no		picture description	T
spoken	B	Solutions		're feeling		feel	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		are probably feeling		feel			present	A		present	yes	no		picture description	T
spoken	B	Solutions		're standing		stand	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		're watching		watch	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		are walking		walk			present	A		present	yes	no		picture description	T
spoken	B	Solutions		're wearing		wear	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		was looking		look			past	A		past	yes	no	framing		T
spoken	B	Solutions		was a shooting		shoot			NOT progressive	A		past	yes	no			T
spoken	B	Solutions		'm back in Britain working		work	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		are referring		refer			present	A		present	no	no			T
spoken	B	Solutions		Is the government doing		do			present	A	q	present	yes	no			T
spoken	B	Solutions		was quite moving		move			NOT progressive	A		past	yes	no			T
spoken	B	Solutions		was crying		cry			past	A		past	yes	no			T
spoken	B	Solutions		was a bit boring		bore			NOT progressive	A		past	yes	no			T
spoken	B	Solutions		're spending		spend	c		present	A		present	yes	no			T
spoken	B	Solutions		'm turning		turn off	c		present	A		present	no	no			T
spoken	B	Solutions		'm going		go	c		GOING TO	A		present	yes	no			T
spoken	B	Solutions		is trying		try			present	A		present	yes	no			T
spoken	B	Solutions		'm talking		talk	c		present	A		present	yes	no			T
spoken	B	Solutions		'm always looking		look	c		present	A		general	yes	yes			T
spoken	B	Solutions		're jumping		jump	c		present	A		general	no	yes			T
spoken	B	Solutions		are joining		join			present	A		general	no	no			T
spoken	B	Solutions		's a woman walking		walk	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		's hiking		hike	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		's holding		hold	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		's wearing		wear	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		be having		have			catenative	A		modal/infinitive	yes	no		picture description	T
spoken	B	Solutions		're white-water rafting		raft	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		is a man leaning		lean			NOT progressive	A		present	yes	no			T
spoken	B	Solutions		is trying		try			present	A		present	yes	no		picture description	T
spoken	B	Solutions		aren't helping		help	c	n	present	A		present	yes	no		picture description	T
spoken	B	Solutions		're all wearing		wear	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		're doing		do	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		are enjoying		enjoy			present	A	q	present	yes	no		picture description	T
spoken	B	Solutions		're smiling		smile	c		present	A		present	yes	no		picture description	T
spoken	B	Solutions		was having		have			past	A		hypothetical	yes	no		This one refers to a hypothetical situation (conditional)	T
spoken	B	Solutions		's playing		play	c		present	A	q	future	yes	no			T
spoken	B	Solutions		'm baking		bake	c		present	A		present	yes	no			T
spoken	B	Solutions		're feeling		feel	c		present	A		present	yes	no			T
spoken	B	Solutions		Are you coming		come			present	A	q	future	no	no		Continuous? 	T
spoken	B	Solutions		Are you coming		come			present	A	q	future	no	no		Continuous? 	T
spoken	B	Solutions		'm making		make	c		present	A		present	yes	no			T
spoken	B	Solutions		Are you going		go			GOING TO	A		present	yes	no			T
spoken	B	Solutions		'm having		have	c		present	A		present	yes	no			T
spoken	B	Solutions		's go in the living		live	c		NOT progressive	A		present	yes	no			T
spoken	B	Solutions		'm not telling		tell	c	n	present	A		future	no	no			T
spoken	B	Solutions		's going		go out	c		present	A		future	yes	no			T
spoken	B	Solutions		are going		go			present	A		future	no	no			T
spoken	B	Solutions		're going		go	c		present	A		future	no	no			T
spoken	B	Solutions		's bringing		bring	c		present	A		future	no	no			T
spoken	B	Solutions		are you doing		do			present	A	q	present	yes	no			T
spoken	B	Solutions		'm waiting		wait	c		present	A		present	yes	no			T
spoken	B	Solutions		're playing		play	c		present	A		future	yes	no			T
spoken	B	Solutions		's he doing		do	c		present	A	q	present	yes	no			T
spoken	B	Solutions		isn't answering		answer	c	n	present	A		present	no	no			T
spoken	B	Solutions		'm not buying		buy	c	n	present	A		future	no	no			T
spoken	B	Solutions		'm just looking		look	c		present	A		present	yes	no			T
spoken	B	Solutions		'm not wearing		wear	c	n	present	A		present	yes	no			T
spoken	C	Hi there		are you wearing		wear			present	A	q	present	yes	no			T
spoken	C	Hi there		is wearing		wear			present	A		present	yes	no			T
spoken	C	Hi there		is still not working		work		n	present	A		present	yes	no			T
spoken	C	Hi there		're going		go	c		present	A		future	no	no			T
spoken	C	Hi there		're going		go	c		GOING TO	A		unclear	unclear	no			T
spoken	C	Hi there		Is there someone passing		pass			present	A	q	present	no	no			T
spoken	C	Hi there		are you watching		watch			present	A	q	present	yes	no			T
spoken	C	Hi there		'm watching		watch	c		present	A		present	yes	no			T
spoken	C	Hi there		were you doing		do			past	A		past	yes	no	framing		T
spoken	C	Hi there		was watching		watch			past	A		past	yes	no	framing		T
spoken	C	Hi there		was coming		come out			past	A		past	no	no	framing		T
